species,ab,ap,am,d_V,Wwb,Wwi,Ri,T_typical,metamorphosis,weaning,p_Am,kap,v,p_M,h_a,E_Hb,E_Hp
Meriones_hurrianae,2.078897e+01,3.600365e+01,4.664821e+02,3.000000e-01,3.400000e+00,8.000000e+01,2.025801e-01,3.113500e+02,False,True,1.107682e+03,9.455000e-01,3.298100e-02,4.282438e+02,1.314000e-10,5.358000e+02,3.482000e+04
Gazella_dorcas,1.402451e+02,2.800403e+02,1.590007e+03,3.000000e-01,1.615000e+03,1.260000e+04,1.430665e-02,3.120500e+02,False,True,1.610659e+03,6.770400e-01,2.689800e-01,5.467410e+01,3.889000e-34,4.202000e+06,9.738000e+07
Poliocitellus_franklinii,1.246548e+01,9.211074e+01,6.400849e+02,3.000000e-01,9.000000e+00,7.600000e+02,8.436381e-02,3.091500e+02,False,True,5.204723e+03,9.698600e-01,2.104000e-02,1.834315e+03,3.762000e-10,3.518000e+02,4.053000e+05
Haliaeetus_pelagicus,7.932751e+00,1.922578e+01,1.068804e+03,2.800000e-01,1.100000e+02,7.885000e+03,3.396447e-02,3.116700e+02,False,False,2.552951e+04,9.983600e-01,9.021000e-02,4.659277e+03,2.989000e-13,3.038000e+02,1.791000e+05
Emberiza_citrinella,2.653885e+00,7.032073e+00,5.859475e+02,2.800000e-01,2.700000e+00,2.970000e+01,9.011046e-02,3.147500e+02,False,False,1.013732e+03,9.705900e-01,4.201800e-02,5.324807e+02,5.188000e-13,2.197000e+02,3.125000e+03
Cepphus_columba,9.268972e+00,1.428530e+01,7.323845e+02,2.800000e-01,4.370000e+01,4.838000e+02,3.216890e-02,3.138500e+02,False,False,4.746871e+03,9.959400e-01,1.027900e-01,1.211987e+03,7.363000e-15,5.587000e+02,3.598000e+04
Bathyergus_janetta,6.602670e+01,1.712432e+02,1.683464e+03,3.000000e-01,1.500000e+01,3.900000e+02,6.652951e-02,3.071500e+02,False,True,9.653233e+02,8.062800e-01,5.946400e-02,1.595541e+02,1.808000e-11,1.227000e+04,1.352000e+06
Mesembriomys_gouldii,3.898059e+01,5.627360e+01,6.934253e+02,3.000000e-01,3.490000e+01,8.300000e+02,8.998807e-02,3.091500e+02,False,True,1.594226e+04,9.766200e-01,3.904900e-02,6.505467e+03,8.724000e-11,1.572000e+03,1.794000e+05
Eptesicus_fuscus,3.820932e+01,1.714386e+02,1.689113e+03,3.000000e-01,3.900000e+00,2.500000e+01,2.249702e-02,3.091500e+02,False,True,6.948062e+02,9.173700e-01,1.997300e-01,2.472054e+02,1.430000e-18,2.200000e+03,1.653000e+05
Pogona_barbata,3.085593e+01,2.639142e+02,2.181186e+03,3.000000e-01,2.810000e+00,7.180000e+02,4.133302e-01,3.081500e+02,False,False,3.261758e+03,9.306100e-01,5.011500e-02,7.449078e+02,1.527000e-09,3.356000e+02,7.107000e+04
Micromys_minutus,1.664891e+01,2.489854e+01,2.860558e+02,3.000000e-01,9.000000e-01,6.500000e+00,1.796013e-01,3.111500e+02,False,True,2.994803e+03,9.483900e-01,3.803100e-02,3.468785e+03,9.855000e-11,1.597000e+02,1.124000e+04
Egernia_cunninghami,3.817788e+01,5.861214e+02,1.243969e+04,3.000000e-01,7.730000e+00,3.633579e+02,2.765342e-02,2.981500e+02,False,False,4.724682e+02,7.625000e-01,1.183700e-02,8.437130e+01,1.845000e-10,4.840000e+03,3.714000e+05
Phalacrocorax_pelagicus,4.833907e+00,1.077430e+01,8.576608e+02,2.800000e-01,3.500000e+01,1.702000e+03,7.679027e-02,3.138500e+02,False,False,3.185378e+04,9.984500e-01,1.050400e-01,9.495270e+03,1.958000e-16,8.454000e+01,8.616000e+04
Engraulis_encrasicolus,6.727388e+00,5.215647e+02,4.134504e+03,2.000000e-01,1.207863e-05,4.386146e+01,5.038684e+02,2.881500e+02,True,False,1.113720e+01,9.901000e-01,1.944000e-02,5.467000e+01,8.464000e-08,1.223000e-04,2.440000e+02
Phalacrocorax_carbo,5.472348e+00,1.088471e+01,1.310583e+03,2.800000e-01,4.850000e+01,2.300000e+03,8.301650e-02,3.138500e+02,False,False,2.598575e+04,9.979200e-01,9.484600e-02,6.823233e+03,2.049000e-18,1.694000e+02,9.249000e+04
Cercopithecus_cephus,3.759068e+01,3.566743e+02,2.871753e+03,3.000000e-01,3.400000e+02,3.400000e+03,5.014359e-03,3.104500e+02,False,True,2.635460e+02,8.327900e-01,1.854600e-02,2.083050e+01,1.318000e-12,2.326000e+05,4.538000e+06
Puffinus_gavia,2.211942e+01,3.431085e+01,2.867071e+03,2.800000e-01,4.000000e+01,5.250000e+02,1.775331e-02,3.121500e+02,False,False,3.665422e+03,9.949000e-01,6.854300e-02,9.465138e+02,9.685000e-16,6.317000e+02,5.909000e+04
Mellivora_capensis,1.928706e+02,2.687733e+02,2.375753e+03,3.000000e-01,2.100000e+02,9.000000e+03,5.269908e-02,3.110500e+02,False,True,2.746669e+03,9.442000e-01,8.381100e-02,2.256469e+02,1.440000e-25,3.127000e+04,7.926000e+06
Vanellus_vanellus,8.717397e+00,1.565331e+01,1.148600e+03,2.800000e-01,1.710000e+01,2.185000e+02,8.532128e-02,3.141500e+02,False,False,5.740097e+03,9.863200e-01,4.214900e-02,2.653530e+03,1.937000e-16,6.463000e+02,6.400000e+04
Salamandrina_perspicillata,3.714178e+01,1.402338e+03,3.640523e+03,2.800000e-01,4.200000e-03,1.910000e+00,1.977738e-01,2.911500e+02,False,False,1.926561e+01,7.345300e-01,8.160600e-02,1.152000e+01,4.415000e-10,1.094000e+01,3.119000e+03
Eurystomus_orientalis,3.739438e+00,7.156265e+00,1.018075e+03,2.800000e-01,1.470000e+01,1.470000e+02,3.437861e-02,3.132500e+02,False,False,5.180127e+03,9.953700e-01,5.969500e-02,2.384895e+03,1.811000e-16,2.213000e+02,7.315000e+03
Arctocephalus_australis,5.072926e+01,2.861045e+02,2.400827e+03,3.000000e-01,4.250000e+03,5.000000e+04,1.274561e-02,3.106500e+02,False,True,6.252652e+02,8.168900e-01,3.280700e-02,2.108210e+01,7.607000e-13,2.208000e+06,2.114000e+07
Saimiri_sciureus,1.711314e+02,3.779908e+02,2.273391e+03,3.000000e-01,1.070000e+02,9.250000e+02,1.328412e-02,3.111500e+02,False,True,5.038956e+02,4.148300e-01,1.064300e-01,2.492500e+01,1.798000e-23,7.467000e+05,9.773000e+06
Rhincodon_typus,1.738327e+02,3.843635e+03,1.545180e+04,2.000000e-01,9.180000e+02,3.400000e+07,7.766087e-01,3.001500e+02,False,False,1.702019e+03,9.422900e-01,1.785400e-02,1.377300e+01,1.717000e-10,1.713000e+04,6.845000e+07
Hirundo_tahitica,3.307149e+00,1.060413e+01,7.102394e+02,2.800000e-01,1.500000e+00,2.500000e+01,5.631904e-02,3.147500e+02,False,False,8.455869e+02,9.754200e-01,2.755900e-02,5.067599e+02,1.800000e-12,8.959000e+01,2.162000e+03
Damaliscus_lunatus,2.085282e+02,3.705270e+02,2.984188e+03,3.000000e-01,1.110000e+04,1.200000e+05,1.172848e-02,3.096500e+02,False,True,7.316161e+03,6.770600e-01,1.748400e-01,2.030015e+02,2.436000e-25,2.095000e+07,6.431000e+08
Hippotragus_niger,6.330449e+01,2.427062e+02,1.892828e+03,3.000000e-01,1.637500e+04,2.200000e+05,1.172848e-02,3.096500e+02,False,True,2.889411e+03,8.189800e-01,4.818700e-02,8.614850e+01,4.020000e-12,9.152000e+06,1.269000e+08
Phylloscopus_trochilus,2.653885e+00,7.396922e+00,5.238016e+02,2.800000e-01,1.050000e+00,1.000000e+01,1.464295e-01,3.147500e+02,False,False,8.842467e+02,9.275200e-01,2.937300e-02,6.765851e+02,3.080000e-12,1.983000e+02,2.602000e+03
Chloephaga_picta,6.124350e+00,3.147504e+01,1.150871e+03,2.800000e-01,8.500000e+01,3.000000e+03,1.411974e-01,3.143500e+02,False,False,1.589042e+04,9.890600e-01,3.918200e-02,4.347362e+03,2.268000e-14,1.622000e+03,3.286000e+05
Ctenotus_pantherinus,2.882983e+01,1.839343e+02,1.473204e+03,3.000000e-01,5.000000e-01,1.500000e+01,1.589041e-02,2.931500e+02,False,False,5.975525e+02,9.542800e-01,2.111300e-02,3.963250e+02,3.344000e-09,7.271000e+01,7.239000e+03
Turdus_torquatus,2.858030e+00,7.965916e+00,4.039487e+02,2.800000e-01,6.300000e+00,1.060000e+02,2.027485e-01,3.147500e+02,False,False,1.821006e+03,9.504400e-01,4.627100e-02,7.021611e+02,9.627000e-12,6.390000e+02,1.317000e+04
Gopherus_morafkai,4.796528e+01,4.092543e+03,2.022289e+04,3.000000e-01,2.240000e+01,4.200000e+03,2.057075e-02,2.971500e+02,False,False,9.908214e+01,8.524500e-01,3.194200e-02,5.815700e+00,2.587000e-11,2.088000e+04,4.976000e+06
Petrogale_xanthopus,3.313266e+01,1.385036e+02,8.530952e+02,3.000000e-01,4.840000e-01,7.000000e+03,2.616355e-02,3.096500e+02,False,True,5.410522e+02,7.259000e-01,6.997000e-02,2.643000e+01,3.229000e-13,7.014000e+02,8.786000e+06
Phoronis_pallida,3.211318e+00,3.243431e+02,5.860656e+02,7.000000e-02,1.100000e-07,1.100000e-01,1.194406e-01,2.881500e+02,False,False,2.942515e+00,9.997800e-01,1.994100e-02,6.384400e+00,8.404000e-06,4.138000e-08,1.010000e-04
Gopherus_agassizii,4.796528e+01,3.857071e+03,1.587497e+04,3.000000e-01,2.750000e+01,2.473000e+03,3.164731e-02,2.971500e+02,False,False,9.198365e+01,5.274500e-01,4.085200e-02,3.823500e+00,3.649000e-11,1.401000e+05,1.204000e+07
Rhabdotorrhinus_exarhatus,5.289936e+00,1.365768e+01,1.527112e+03,2.800000e-01,1.800000e+01,4.200000e+02,4.911230e-02,3.132500e+02,False,False,1.451463e+04,9.951400e-01,2.996700e-02,8.118307e+03,2.919000e-16,1.793000e+02,3.491000e+04
Garrulax_strepitans,3.062175e+00,8.534910e+00,4.438996e+02,2.800000e-01,6.200000e+00,1.250000e+02,9.011046e-02,3.147500e+02,False,False,1.680684e+03,9.799300e-01,4.440100e-02,6.280087e+02,1.201000e-12,2.622000e+02,6.150000e+03
Scotophilus_kuhlii,1.355430e+02,2.230754e+02,1.248020e+03,3.000000e-01,3.460000e+00,2.324000e+01,2.068494e-02,3.081500e+02,False,True,2.938896e+03,9.730600e-01,6.280000e-02,1.970727e+03,6.315000e-26,3.154000e+02,5.890000e+04
Anas_sparsa,6.350846e+00,3.018806e+01,1.339614e+03,2.800000e-01,3.500000e+01,9.300000e+02,8.689072e-02,3.143500e+02,False,False,1.136851e+04,9.905800e-01,2.433000e-02,4.836547e+03,1.022000e-17,6.460000e+02,7.774000e+04
Psophia_leucoptera,4.789097e+00,1.135989e+01,1.332411e+03,2.800000e-01,5.200000e+01,1.256000e+03,5.628894e-02,3.127500e+02,False,False,1.433767e+04,9.914700e-01,2.044600e-02,6.306732e+03,7.140000e-13,8.716000e+02,3.337000e+04
Mus_minutoides,1.359991e+01,2.597435e+01,3.236947e+02,3.000000e-01,9.700000e-01,7.200000e+00,2.284869e-01,3.111500e+02,False,True,2.388224e+03,9.016600e-01,2.346600e-02,2.824494e+03,4.008000e-17,2.832000e+02,2.013000e+04
Streptocephalus_sirindhornae,2.531071e+00,1.107343e+01,4.277510e+01,1.700000e-01,6.401799e-07,1.435294e-01,5.218689e+02,2.981500e+02,True,False,1.877264e+02,9.912800e-01,1.870500e-02,3.729247e+03,9.289000e-06,1.858000e-05,6.027000e+00
Ranodon_sibiricus,1.283756e+02,2.731548e+03,5.726979e+03,2.800000e-01,3.350000e-02,5.620000e+01,1.747868e-01,2.881500e+02,False,False,5.985311e+01,8.203300e-01,1.875300e-02,1.467710e+01,3.418000e-08,3.615000e+01,7.342000e+03
Apodemus_flavicollis,1.516835e+01,2.711445e+01,3.773360e+02,3.000000e-01,2.400000e+00,2.940000e+01,1.836560e-01,3.098500e+02,False,True,3.369722e+03,9.246200e-01,1.805600e-02,3.072089e+03,4.425000e-10,4.242000e+02,1.785000e+04
Mesitornis_variegatus,4.163338e+00,6.953312e+00,6.400999e+02,2.800000e-01,5.000000e+00,1.070000e+02,1.237307e-01,3.137800e+02,False,False,4.892656e+03,9.900800e-01,2.461800e-02,3.252398e+03,1.457000e-33,1.131000e+02,3.687000e+03
Psiloscops_flammeolus,5.973843e+00,9.068567e+00,4.885825e+02,2.800000e-01,7.500000e+00,6.560000e+01,5.577322e-02,3.126500e+02,False,False,5.932946e+03,9.946300e-01,8.933100e-02,3.288429e+03,2.292000e-14,1.370000e+02,7.018000e+03
Zelotomys_woosnami,3.111552e+01,6.099910e+01,3.043955e+02,3.000000e-01,3.800000e+00,5.450000e+01,1.040751e-01,3.097500e+02,False,True,4.586733e+03,9.647400e-01,7.067000e-02,2.508506e+03,2.717000e-10,3.631000e+02,1.471000e+05
Gorilla_gorilla,6.512164e+01,7.836616e+02,5.135948e+03,3.000000e-01,2.061000e+03,8.000000e+04,2.818290e-03,3.086500e+02,False,True,1.116636e+03,5.666200e-01,1.821200e-02,3.414840e+01,2.042000e-12,1.800000e+06,8.100000e+07
Gallotia_intermedia,3.878362e+01,7.659765e+02,2.597118e+03,3.000000e-01,2.550000e+00,8.350000e+01,2.927376e-02,2.971500e+02,False,False,1.245182e+02,6.257300e-01,7.161900e-02,1.918610e+01,1.522000e-09,9.509000e+03,1.597000e+05
Setophaga_kirtlandii,2.878444e+00,7.439057e+00,3.995097e+02,2.800000e-01,1.300000e+00,1.420000e+01,1.036270e-01,3.147500e+02,False,False,8.027203e+02,9.613800e-01,3.178000e-02,5.426617e+02,8.462000e-12,1.414000e+02,1.914000e+03
Sarcophilus_harrisii,2.843862e+01,1.853554e+02,1.019959e+03,3.000000e-01,2.350000e-02,6.500000e+03,6.372804e-02,3.106500e+02,False,True,3.010482e+03,9.999800e-01,2.045300e-02,4.523617e+02,6.274000e-12,2.063000e-04,1.124000e+03
Myotis_lucifugus,5.479246e+01,1.531252e+02,3.343314e+03,3.000000e-01,1.960000e+00,1.250000e+01,1.016955e-02,3.079500e+02,False,True,4.463369e+03,9.912200e-01,2.663700e-02,5.667522e+03,7.691000e-13,7.630000e+01,9.602000e+02
Hoplomys_gymnurus,4.967295e+01,8.464324e+01,6.119801e+02,3.000000e-01,2.430000e+01,5.040000e+02,2.402039e-02,3.093500e+02,False,True,6.567201e+03,9.863200e-01,2.494000e-02,2.761024e+03,2.341000e-10,6.515000e+02,9.232000e+04
Galidia_elegans,3.185760e+01,1.889716e+02,2.023083e+03,3.000000e-01,5.000000e+01,8.000000e+02,1.285167e-02,3.107500e+02,False,True,1.184657e+03,8.931600e-01,2.039600e-02,2.275900e+02,5.207000e-12,1.272000e+04,1.234000e+06
Amblyopsis_rosae,2.645403e+02,2.804127e+03,6.331621e+03,2.000000e-01,4.200000e-03,3.270642e+00,3.948436e-02,2.873500e+02,False,False,3.823698e+01,9.448000e-01,2.192100e-02,2.678800e+01,2.827000e-08,9.605000e-01,4.709000e+02
Daption_capense,1.803269e+01,2.574879e+01,1.408188e+03,2.800000e-01,5.000000e+01,7.000000e+02,1.775331e-02,3.121500e+02,False,False,9.329779e+03,9.976000e-01,9.107300e-02,2.632254e+03,2.084000e-14,3.331000e+02,3.998000e+04
Tamiasciurus_hudsonicus,2.545727e+01,9.203608e+01,6.963520e+02,3.000000e-01,7.000000e+00,2.000000e+02,1.004837e-01,3.118500e+02,False,True,6.529968e+03,8.321400e-01,1.484800e-02,3.742577e+03,3.344000e-16,2.044000e+03,1.037000e+06
Tremarctos_ornatus,1.869232e+02,5.007568e+02,3.059877e+03,3.000000e-01,3.200000e+02,6.500000e+04,8.497072e-03,3.106500e+02,False,True,6.197832e+02,9.916200e-01,3.165800e-02,2.380690e+01,2.560000e-13,6.259000e+03,1.177000e+06
Sardinella_albella,3.293736e+00,4.007379e+02,3.205903e+03,2.000000e-01,3.200000e-04,2.840000e+01,2.994476e+02,2.921500e+02,True,False,2.746854e+03,7.700000e-01,2.126900e-02,2.089998e+03,1.081000e-08,2.115000e-02,5.649000e+04
Pelecanus_onocrotalus,5.737840e+00,1.808360e+01,2.872703e+03,2.800000e-01,1.062000e+02,7.590000e+03,3.550662e-02,3.121500e+02,False,False,3.244611e+04,9.979100e-01,3.138000e-02,8.959875e+03,7.280000e-16,2.863000e+02,8.447000e+04
Bufo_bufo,2.097296e+01,1.486137e+03,2.087357e+04,2.800000e-01,4.200000e-03,4.170000e+02,2.559441e+00,2.881500e+02,False,False,4.168302e+02,9.865300e-01,1.865300e-01,6.043110e+01,2.917000e-10,3.073000e-01,2.686000e+04
Ptychocheilus_oregonensis,1.458659e+01,2.676639e+03,9.050977e+03,2.000000e-01,1.030000e-02,2.400000e+03,4.695626e+01,2.891500e+02,True,False,2.205071e+02,7.826700e-01,1.204800e-01,1.804520e+01,4.489000e-09,1.180000e+01,2.037000e+05
Girardinus_microdactylus,1.680417e+01,7.141774e+01,5.476360e+02,2.000000e-01,1.380000e-02,1.360000e+00,5.478091e-01,3.006500e+02,True,False,2.623343e+02,8.955100e-01,1.046900e-02,8.725735e+02,3.128000e-08,4.191000e+00,6.179000e+02
Lynx_rufus,1.156345e+01,7.649301e+01,3.734784e+02,3.000000e-01,2.650000e+02,8.600000e+03,4.620392e-02,3.129500e+02,False,True,3.891339e+03,9.496700e-01,1.955900e-02,5.525798e+02,8.016000e-10,2.279000e+04,2.546000e+06
Rangifer_tarandus,1.736083e+02,3.194950e+02,1.753505e+03,3.000000e-01,6.500000e+03,1.350000e+05,1.243224e-02,3.103500e+02,False,True,1.800767e+03,8.887900e-01,2.886900e-01,3.815310e+01,6.536000e-19,4.547000e+06,1.508000e+08
Lophochroa_leadbeateri,5.881971e+00,1.492104e+01,4.418139e+03,2.800000e-01,1.200000e+01,3.920000e+02,5.733862e-02,3.119500e+02,False,False,1.428995e+04,9.957200e-01,4.220600e-02,7.477816e+03,4.636000e-29,1.012000e+02,3.291000e+04
Mareca_americana,4.079601e+00,1.921434e+01,9.805420e+02,2.800000e-01,2.400000e+01,7.100000e+02,1.955041e-01,3.143500e+02,False,False,2.537409e+03,9.829000e-01,5.931300e-02,5.505318e+02,2.773000e-14,1.292000e+03,6.399000e+04
Procambarus_virginalis,4.500000e+01,2.650000e+02,1.154000e+03,1.700000e-01,5.300000e-03,3.000000e+01,8.035714e+00,2.931500e+02,False,False,2.612714e+02,8.423800e-01,1.168600e-02,1.191478e+02,4.167000e-07,9.470000e-01,4.739000e+02
Pluvialis_dominica,4.832226e+00,6.758868e+00,6.235256e+02,2.800000e-01,1.950000e+01,1.180000e+02,8.532128e-02,3.141500e+02,False,False,5.794475e+03,9.834000e-01,4.705700e-02,3.165012e+03,1.197000e-14,1.208000e+03,1.406000e+04
Falco_berigora,6.636178e+00,1.148693e+01,1.370730e+03,2.800000e-01,3.100000e+01,6.814000e+02,4.902497e-02,3.120000e+02,False,False,1.100627e+04,9.938500e-01,3.310100e-02,4.609987e+03,1.378000e-12,4.294000e+02,1.451000e+04
Fundulus_luciae,1.061865e+01,1.433518e+02,2.768433e+02,2.000000e-01,4.200000e-03,6.000000e-01,7.923483e-02,2.961500e+02,True,False,2.791414e+01,9.640500e-01,3.833400e-02,4.535600e+01,5.928000e-07,7.212000e-01,2.721000e+01
Copsychus_malabaricus,2.858030e+00,7.418642e+00,3.107297e+02,2.800000e-01,2.650000e+00,2.670000e+01,1.779682e-01,3.147500e+02,False,False,1.370051e+03,9.230700e-01,3.597600e-02,8.013261e+02,1.767000e-11,4.807000e+02,6.114000e+03
Antilocapra_americana,1.478746e+02,2.475963e+02,1.031399e+03,3.000000e-01,3.000000e+03,4.500000e+04,3.005625e-02,3.126500e+02,False,True,8.358746e+02,8.229000e-01,2.791400e-01,2.153400e+01,5.704000e-20,3.973000e+06,5.609000e+07
Myotomys_unisulcatus,3.829519e+01,4.928036e+01,1.718395e+02,3.000000e-01,9.600000e+00,1.350000e+02,1.309362e-01,3.061500e+02,False,True,5.800101e+03,9.597700e-01,9.091300e-02,2.352816e+03,1.716000e-08,1.039000e+03,4.682000e+04
Nyctalus_lasiopterus,6.672751e+01,8.864822e+01,1.066808e+03,3.000000e-01,8.000000e+00,7.600000e+01,2.699642e-02,3.091500e+02,False,True,1.002771e+04,9.903500e-01,6.714700e-02,6.651222e+03,4.444000e-43,2.058000e+02,4.528000e+04
Cinnyris_osea,2.653885e+00,8.345529e+00,2.219498e+02,2.800000e-01,7.600000e-01,6.800000e+00,5.406628e-02,3.147500e+02,False,False,6.614173e+02,9.642000e-01,2.821400e-02,5.567338e+02,1.317000e-11,7.535000e+01,1.118000e+03
Pectinator_spekei,1.578210e+01,9.840256e+01,4.986672e+02,3.000000e-01,2.200000e+01,1.780000e+02,2.326201e-02,3.095500e+02,False,True,2.081378e+03,8.761900e-01,1.001200e-02,1.008507e+03,9.618000e-10,6.612000e+03,2.855000e+05
Pterodroma_leucoptera,8.593750e+00,2.470703e+01,1.633708e+03,2.800000e-01,3.200000e+01,5.500000e+02,1.530262e-02,3.105500e+02,False,False,2.964741e+03,9.949100e-01,5.356900e-02,7.752648e+02,4.144000e-25,4.710000e+02,3.715000e+04
Torgos_tracheliotus,8.889551e+00,2.973959e+01,1.409964e+03,2.800000e-01,1.800000e+02,1.360000e+04,2.118849e-02,3.116500e+02,False,False,4.866095e+03,9.976800e-01,8.416700e-02,4.401935e+02,7.367000e-13,8.488000e+02,2.453000e+05
Trachycephalus_resinifictrix,4.847953e+00,3.840271e+02,5.561294e+03,2.800000e-01,1.800000e-03,7.100000e+01,9.889784e+00,2.971500e+02,False,False,1.161919e+02,9.476800e-01,4.174400e-02,3.016210e+01,2.388000e-10,5.191000e-01,6.647000e+03
Pipilo_erythrophthalmus,2.551812e+00,6.565151e+00,5.459965e+02,2.800000e-01,3.160000e+00,3.930000e+01,1.621988e-01,3.147500e+02,False,False,1.191577e+03,9.603000e-01,4.769800e-02,5.675670e+02,2.967000e-12,3.461000e+02,5.356000e+03
Atelerix_albiventris,3.217172e+01,5.442336e+01,1.102251e+03,3.000000e-01,7.500000e+00,5.000000e+02,6.205483e-02,3.081500e+02,False,True,3.974650e+03,9.930100e-01,6.257200e-02,1.109450e+03,1.325000e-19,1.071000e+02,2.934000e+04
Necturus_maculosus,6.000000e+01,3.576393e+03,1.992623e+04,2.800000e-01,8.710000e-02,4.530000e+02,1.160280e-01,2.881500e+02,False,False,1.997983e+02,9.582600e-01,2.087300e-02,2.571020e+01,3.316000e-09,1.294000e+01,1.941000e+04
Charadrius_hiaticula,3.146849e+00,6.357918e+00,9.751377e+02,2.800000e-01,6.800000e+00,6.400000e+01,8.532128e-02,3.141500e+02,False,False,1.086486e+04,9.910500e-01,3.337400e-02,1.000243e+04,1.788000e-17,1.750000e+02,9.655000e+03
Mareca_strepera,4.079601e+00,2.488987e+01,1.288975e+03,2.800000e-01,2.200000e+01,7.300000e+02,2.172268e-01,3.143500e+02,False,False,1.991886e+04,9.872100e-01,3.145200e-02,9.962556e+03,3.518000e-16,5.359000e+02,1.476000e+05
Papio_hamadryas,3.614202e+01,2.452700e+02,2.822919e+03,3.000000e-01,8.140000e+02,1.250000e+04,8.536452e-03,3.111500e+02,False,True,3.147837e+02,9.184000e-01,2.292400e-02,1.820730e+01,1.528000e-12,2.466000e+05,4.818000e+06
Huso_huso,2.247923e+01,9.399528e+03,2.695902e+04,2.000000e-01,6.500000e-02,3.200000e+06,3.412555e+03,2.881500e+02,False,False,1.899262e+03,4.308100e-01,1.551200e-02,1.667810e+01,1.154000e-08,1.579000e+01,2.772000e+07
Glaucomys_volans,3.739886e+01,7.728497e+01,1.317191e+03,3.000000e-01,3.350000e+00,6.540000e+01,1.557860e-01,3.121500e+02,False,True,6.673924e+03,6.061100e-01,2.207400e-02,3.853608e+03,2.146000e-13,2.904000e+03,1.361000e+06
Python_molurus,5.505079e+01,4.649361e+02,4.230918e+03,3.000000e-01,7.500000e+01,4.220000e+04,2.581000e-01,3.026500e+02,False,False,1.057694e+03,9.637600e-01,8.037100e-02,4.258470e+01,9.823000e-11,8.602000e+03,5.599000e+06
Nyctalus_plancyi,1.618583e+02,2.696202e+02,1.769990e+03,3.000000e-01,3.730000e+00,2.100000e+01,1.016955e-02,3.079500e+02,False,True,8.292089e+03,9.924800e-01,3.761900e-02,9.404119e+03,4.889000e-12,1.161000e+02,5.211000e+03
Dendrocolaptes_platyrostris,3.062175e+00,9.629457e+00,4.438996e+02,2.800000e-01,9.000000e+00,6.070000e+01,6.758285e-02,3.147500e+02,False,False,1.557246e+03,8.511600e-01,5.930300e-02,5.844206e+02,4.783000e-12,4.536000e+03,4.797000e+04
Peromyscus_yucatanicus,2.697587e+01,3.890613e+01,1.268315e+02,3.000000e-01,2.600000e+00,3.500000e+01,8.751772e-02,3.097500e+02,False,True,2.598576e+03,9.761000e-01,4.524900e-02,1.638547e+03,7.831000e-09,1.750000e+02,1.347000e+04
Sturnella_magna,2.755957e+00,6.769296e+00,5.593135e+02,2.800000e-01,5.000000e+00,1.120000e+02,2.703314e-01,3.147500e+02,False,False,1.658161e+03,9.671500e-01,4.524000e-02,6.254886e+02,1.171000e-12,3.363000e+02,7.232000e+03
Piranga_rubra,2.449740e+00,5.733381e+00,3.506807e+02,2.800000e-01,4.200000e+00,2.950000e+01,9.011046e-02,3.147500e+02,False,False,1.026663e+03,9.637200e-01,6.415000e-02,4.837034e+02,8.204000e-12,5.529000e+02,5.085000e+03
Eidolon_dupreanum,1.026304e+02,2.992959e+02,1.966655e+03,3.000000e-01,5.000000e+01,2.820000e+02,1.220346e-02,3.079500e+02,False,True,2.014094e+03,8.716100e-01,2.218100e-02,6.484337e+02,2.408000e-11,2.557000e+04,6.585000e+05
Etheostoma_trisella,6.451020e+01,2.376759e+02,4.989907e+02,2.000000e-01,5.200000e-04,9.600000e-01,4.629345e-01,2.941500e+02,True,False,3.500110e+01,9.800200e-01,2.237700e-02,8.365470e+01,3.609000e-07,4.439000e-02,3.093000e+01
Leontocebus_nigricollis,1.158801e+02,2.841005e+02,1.459163e+03,3.000000e-01,4.350000e+01,4.800000e+02,3.488575e-02,3.116500e+02,False,True,2.006389e+03,5.851900e-01,1.479900e-02,4.160885e+02,8.478000e-14,4.640000e+04,3.050000e+06
Ophiura_albida,5.243240e+00,1.440580e+03,1.435337e+04,9.000000e-02,5.236000e-07,9.655556e-01,9.536088e+01,2.831500e+02,True,False,5.863864e+00,9.000000e-01,4.825800e-02,9.983500e+00,5.110000e-09,8.203000e-05,2.483000e+00
Micromonacha_lanceolata,4.245787e+00,7.135750e+00,4.688162e+02,2.800000e-01,3.840000e+00,2.700000e+01,4.266064e-02,3.141500e+02,False,False,3.086414e+03,9.946900e-01,5.208700e-02,2.215825e+03,5.676000e-13,7.432000e+01,2.467000e+03
Dicologlossa_cuneata,2.417713e+00,1.130281e+03,2.647396e+03,2.000000e-01,1.380000e-04,9.921000e+01,9.624797e+01,2.913500e+02,True,False,3.641489e+01,9.353800e-01,2.161900e-02,2.613100e+01,3.979000e-08,3.598000e-02,1.196000e+04
Riparia_riparia,3.062175e+00,1.035915e+01,4.483386e+02,2.800000e-01,1.600000e+00,1.370000e+01,1.520614e-01,3.147500e+02,False,False,1.054673e+03,6.983600e-01,3.183400e-02,5.668320e+02,5.154000e-12,1.597000e+03,2.157000e+04
Lagurus_lagurus,9.946493e+00,1.791432e+01,2.908257e+02,3.000000e-01,1.350000e+00,2.030000e+01,2.939906e-01,3.109500e+02,False,True,1.304260e+03,9.158800e-01,2.352700e-02,9.088145e+02,5.698000e-10,3.347000e+02,8.352000e+03
