species,ab,am,d_V,Wwb,Wwp,Wwi,Ri,T_typical,metamorphosis,p_Am,1-kap,v,s_p_M,s_Hb_bj,s_Hbj_p,E_Hp,k_J,1/s_M,class_other,class_Aves,class_Actinopterygii,class_Reptilia,class_Chondrichthyes,class_Amphibia,class_Mammalia,class_Bivalvia,class_Branchiopoda,class_Malacostraca,climate_A,climate_B,climate_C,climate_D,climate_E,habitat_T,habitat_F,habitat_S,habitat_M,migrate_T,food_other,food_P,food_O,food_H,food_C
Diomedea_exulans,1.622953e+01,3.257217e+03,2.800000e-01,3.790000e+02,1.425000e+04,1.500000e+04,9.210317e-03,3.125500e+02,False,4.563945e+03,2.985139e-01,2.111287e-02,9.903285e-01,1.000000e+00,2.267877e-02,4.041132e+06,1.865327e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
Atrobucca_nibe,2.829009e+00,3.441961e+03,2.000000e-01,1.950000e-04,3.747007e+01,1.120000e+03,1.612453e+04,2.976500e+02,True,2.350469e+02,5.090565e-01,2.292978e-02,1.654054e-02,3.993307e-01,1.195661e-05,6.661312e+04,2.000000e-03,7.369227e-01,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True
Bellator_gymnostethus,9.914289e+00,2.533101e+03,2.000000e-01,8.000000e-04,5.000000e+00,4.990000e+01,8.290234e+01,2.932500e+02,True,3.755750e+01,3.450786e-01,3.979102e-02,8.556692e-02,2.341493e-02,3.304236e-03,2.309553e+04,2.000000e-03,2.901614e-01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True
Fregata_aquila,8.982380e+00,1.342066e+03,2.800000e-01,6.000000e+01,1.187500e+03,1.250000e+03,1.028265e-02,3.137500e+02,False,1.302398e+03,9.647276e-02,2.598917e-02,9.741105e-01,1.000000e+00,2.656205e-02,3.764169e+05,9.150609e-03,1.000000e+00,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,True
Manorina_melanophrys,3.164247e+00,6.037035e+02,2.800000e-01,2.500000e+00,2.422500e+01,2.550000e+01,4.505523e-02,3.147500e+02,False,2.045262e+03,1.645049e-02,2.366878e-02,6.942286e-01,1.000000e+00,1.017013e-01,5.033388e+02,6.811039e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Tylosurus_acus,2.212947e+00,3.028971e+03,2.000000e-01,5.200000e-04,1.504000e+02,5.800000e+03,6.097615e+01,2.996500e+02,True,2.576738e+02,8.703712e-04,2.881923e-02,2.000431e-03,1.142612e-01,2.256806e-05,3.127622e+02,2.000000e-03,4.855770e-01,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
Amblyopsis_spelaea,3.270315e+02,7.115737e+03,2.000000e-01,5.200000e-03,1.700000e+00,6.900000e+00,9.837351e-02,2.861500e+02,False,4.597877e+01,9.806097e-02,2.183428e-02,1.389130e-01,1.000000e+00,2.243759e-03,9.234991e+02,2.000000e-03,1.000000e+00,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
Microstomus_kitt,8.298361e+00,2.047377e+04,2.000000e-01,1.100000e-03,3.890000e+02,3.500000e+03,7.526706e+02,2.831500e+02,True,3.707317e+02,4.677777e-01,8.446911e-02,6.758643e-02,3.226012e-01,6.016856e-06,1.282139e+06,2.000000e-03,6.865333e-01,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
Glossogobius_giuris,2.317425e+00,1.184204e+03,2.000000e-01,1.600000e-04,6.400000e+00,1.266000e+03,1.980434e+03,3.016500e+02,False,1.219535e+02,8.000000e-02,1.637255e-02,4.071361e-03,1.000000e+00,2.289102e-05,1.216968e+03,2.000000e-03,1.000000e+00,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
Anabas_testudineus,1.453048e+00,1.767876e+03,2.000000e-01,1.800000e-04,3.560000e+01,3.060000e+02,4.870705e+02,3.011500e+02,True,1.390032e+02,1.230796e-03,2.423846e-02,9.373313e-03,3.906769e-04,2.760045e-03,5.227438e+02,2.000000e-03,7.493501e-02,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Sarda_orientalis,2.336818e+00,8.529386e+02,2.000000e-01,6.000000e-04,1.330000e+03,1.340000e+04,2.617598e+03,3.007500e+02,True,9.936837e+01,7.301522e-03,2.547600e-02,5.758820e-02,2.759395e-03,8.293974e-05,5.546332e+04,2.000000e-03,1.409860e-01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True
Hydrocynus_forskahlii,2.179573e+00,1.237513e+03,2.000000e-01,6.900000e-04,1.163202e+02,6.900000e+03,4.751466e+02,3.011500e+02,True,5.343763e+01,1.951090e-02,3.373410e-02,7.005341e-03,2.464616e-02,4.506000e-04,4.679000e+03,7.995951e-04,2.922702e-01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Lota_lota,1.819363e+02,1.423147e+04,2.000000e-01,5.200000e-04,3.200000e+02,3.400000e+04,1.826937e+03,2.861500e+02,True,6.215038e+02,5.948510e-02,1.946669e-02,3.512772e-03,7.812155e-02,8.934706e-06,3.834596e+04,2.000000e-03,4.289235e-01,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True
Foudia_rubra,2.245595e+00,1.020969e+03,2.800000e-01,1.500000e+00,1.615000e+01,1.700000e+01,9.011046e-02,3.147500e+02,False,2.987166e+03,7.860237e-02,2.586053e-02,9.122201e-01,1.000000e+00,7.728545e-02,1.709249e+03,1.167154e-01,1.000000e+00,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Menura_novaehollandiae,1.020725e+01,7.945803e+02,2.800000e-01,4.100000e+01,6.461900e+02,6.802000e+02,2.252762e-02,3.147500e+02,False,1.554379e+03,2.326910e-02,2.025977e-02,7.384199e-01,1.000000e+00,6.182267e-02,2.237991e+04,1.668901e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True
Caranx_tille,3.175027e+00,2.124622e+03,2.000000e-01,5.230000e-04,5.710000e+02,6.763000e+03,1.087252e+04,3.001500e+02,True,2.097244e+02,2.277516e-01,1.851567e-02,7.110826e-02,4.935910e-01,1.408172e-06,3.362296e+05,2.000000e-03,7.905653e-01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
Amblyramphus_holosericeus,2.755957e+00,7.546294e+02,2.800000e-01,3.300000e+00,5.035000e+01,5.300000e+01,6.758285e-02,3.147500e+02,False,2.347759e+03,1.856891e-02,3.042349e-02,7.246338e-01,1.000000e+00,6.157686e-02,1.387390e+03,5.853456e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True
Merops_orientalis,3.409889e+00,4.471467e+02,2.800000e-01,3.153000e+00,2.375000e+01,2.500000e+01,5.479187e-02,3.131500e+02,False,1.294430e+03,1.794057e-01,4.755309e-02,9.223861e-01,1.000000e+00,7.116798e-02,2.418209e+04,2.554745e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True
Pterodoras_granulosus,4.368812e+00,2.416085e+03,2.000000e-01,5.200000e-04,3.486000e+02,6.500000e+03,1.779739e+03,2.976500e+02,True,1.169593e+02,2.606979e-02,2.268200e-02,3.343920e-02,2.476881e-02,3.788190e-05,3.685205e+04,2.000000e-03,2.922631e-01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Sceloporus_orcutti,2.767664e+01,4.349007e+03,3.000000e-01,1.997482e+00,3.573465e+01,7.330000e+01,4.066612e-02,2.871500e+02,False,7.552410e+02,2.841360e-01,2.924475e-02,1.741248e-01,1.000000e+00,1.704013e-02,1.166849e+05,2.000000e-03,1.000000e+00,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
Amblema_plicata,1.458659e+01,2.565135e+04,9.000000e-02,2.877291e-07,4.495767e+00,5.470000e+01,6.729696e+02,2.901500e+02,True,3.668292e+01,1.207770e-02,3.272323e-03,4.769148e-02,1.000000e+00,2.116989e-08,4.389644e+01,2.000000e-03,1.000000e+00,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False
Hydromedusa_maximiliani,1.904553e+02,2.527861e+04,3.000000e-01,7.800000e+00,2.226484e+02,5.200000e+02,1.186774e-02,2.971500e+02,False,9.772897e+01,1.739515e-01,1.557570e-02,3.962041e-01,1.000000e+00,1.278622e-02,6.024091e+05,4.735040e-04,1.000000e+00,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True
Trypauchen_vagina,2.855310e+00,6.947920e+02,2.000000e-01,2.771000e-04,1.840000e+01,4.240000e+01,7.340326e+01,3.013500e+02,False,4.770396e+01,1.050472e-01,2.000005e-02,4.042716e-01,1.000000e+00,1.251797e-05,9.262623e+03,2.000000e-03,1.000000e+00,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True
Scophthalmus_rhombus,6.035357e+01,3.986209e+04,2.000000e-01,3.600000e-04,5.755000e+02,4.800000e+03,2.573874e+03,2.843500e+02,True,1.797538e+02,2.217222e-01,2.537500e-02,4.032288e-02,2.385386e-03,9.752096e-05,9.309116e+05,2.000000e-03,1.347258e-01,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
Pristipomoides_auricilla,8.106049e+00,2.366966e+04,2.000000e-01,2.900000e-04,1.150000e+02,1.113000e+03,1.605430e+03,2.880500e+02,True,1.516293e+03,2.163353e-01,2.723742e-02,2.265704e-02,9.989622e-01,4.647065e-07,7.142877e+04,2.000000e-03,9.996594e-01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True
Pristis_microdon,7.068147e+01,1.353376e+04,2.000000e-01,3.718538e+03,1.377236e+05,2.400000e+06,2.068900e-02,3.016500e+02,False,1.137569e+03,2.593623e-02,1.967130e-02,5.189211e-02,1.000000e+00,2.113072e-02,2.413524e+06,2.000000e-03,1.000000e+00,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
Burhinus_capensis,5.511915e+00,8.421402e+02,2.800000e-01,2.200000e+01,4.655000e+02,4.900000e+02,4.227325e-02,3.140500e+02,False,4.548152e+03,8.309381e-02,2.076688e-02,9.378020e-01,1.000000e+00,3.993836e-02,2.932494e+04,7.091214e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True
Lepidotrigla_argus,5.295529e+00,1.449651e+03,2.000000e-01,1.800000e-04,5.600000e+00,4.680000e+01,4.470041e+01,2.976500e+02,True,1.668373e+01,3.270828e-02,1.958761e-02,1.166255e-01,2.199696e-02,9.390084e-04,1.309282e+03,2.000000e-03,2.818414e-01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True
Nymphicus_hollandicus,4.184972e+00,1.596616e+03,2.800000e-01,5.000000e+00,8.217500e+01,8.650000e+01,9.360423e-02,3.144500e+02,False,1.169600e+03,6.559155e-02,2.703933e-02,8.435102e-01,1.000000e+00,3.621451e-02,1.640202e+04,1.994008e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
Buceros_bicornis,7.961655e+00,1.715856e+03,2.800000e-01,5.500000e+01,2.538162e+03,2.671750e+03,3.893101e-02,3.131500e+02,False,2.407140e+03,4.534434e-02,2.437023e-02,8.933396e-01,1.000000e+00,1.514361e-02,1.695562e+05,1.729764e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Nematalosa_vlaminghi,1.643548e+00,3.427971e+03,2.000000e-01,4.500000e-04,4.756725e+01,5.220000e+02,2.942848e+02,3.005500e+02,True,7.959179e+01,1.002120e-01,1.712456e-02,8.267223e-02,5.215881e-01,1.505420e-05,1.670028e+04,2.000000e-03,8.052918e-01,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
Athene_brama,5.716060e+00,5.548306e+02,2.800000e-01,1.250000e+01,1.083000e+02,1.140000e+02,6.939055e-02,3.133500e+02,False,1.942791e+03,1.760802e-01,2.315417e-02,8.818080e-01,1.000000e+00,9.208707e-02,3.754491e+04,3.257447e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True
Pycnogonum_litorale,5.138109e+01,5.274590e+03,1.700000e-01,2.522321e-07,4.120673e-02,7.700000e-02,9.384615e+01,2.881500e+02,True,9.430743e+00,4.890862e-02,5.406177e-04,4.935852e-02,3.027881e-03,6.171499e-04,4.435378e+00,2.000000e-03,1.499997e-01,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
Pterocles_orientalis,3.540050e+00,1.130110e+03,2.800000e-01,1.910000e+01,3.372500e+02,3.550000e+02,5.530436e-02,3.145500e+02,False,2.900934e+03,3.613859e-02,2.533636e-02,7.971175e-01,1.000000e+00,5.353588e-02,1.363592e+04,4.283710e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True
Lutjanus_vitta,5.993398e-01,2.121451e+03,2.000000e-01,3.200000e-04,4.793597e+01,8.400000e+02,4.236724e+03,3.011500e+02,True,4.539419e+02,5.693099e-02,8.745470e-02,1.704639e-02,9.999996e-01,3.409226e-06,1.236095e+04,2.000000e-03,9.999999e-01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True
Diuca_diuca,2.776372e+00,2.130718e+02,2.800000e-01,2.700000e+00,3.496000e+01,3.680000e+01,6.758285e-02,3.147500e+02,False,4.122470e+03,1.543988e-02,2.159295e-02,6.558107e-01,1.000000e+00,9.526995e-02,3.026419e+02,1.562398e-01,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True
Lophotibis_cristata,4.695335e+00,7.439716e+02,2.800000e-01,3.640000e+01,5.538500e+02,5.830000e+02,6.169591e-02,3.137500e+02,False,3.176633e+03,2.338458e-01,3.684658e-02,9.594061e-01,1.000000e+00,4.272754e-02,2.934679e+05,2.897231e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Dascyllus_reticulatus,4.014145e+00,1.098872e+03,2.000000e-01,9.100000e-05,1.900000e+00,2.100000e+01,1.092029e+01,3.007500e+02,True,2.259301e+01,3.993529e-03,2.071176e-02,6.682052e-02,6.620306e-02,4.799087e-04,4.890203e+01,2.000000e-03,4.067504e-01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
Aerodramus_spodiopygius,4.695335e+00,1.291929e+03,2.800000e-01,1.100000e+00,1.092500e+01,1.150000e+01,5.716630e-02,3.112500e+02,False,4.816355e+01,9.398492e-02,3.928905e-02,2.048388e-01,1.000000e+00,1.533764e-01,5.007644e+03,8.417586e-04,1.000000e+00,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Clione_limacina,5.105305e+00,4.351653e+03,1.500000e-01,8.333333e-08,2.000000e-02,3.640000e+00,1.378786e+02,2.791500e+02,True,2.351090e+01,3.870493e-03,3.770589e-03,6.985725e-04,3.750639e-04,1.137359e-03,5.311714e-01,2.000000e-03,7.284311e-02,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True
Cypseloides_cryptus,4.899480e+00,9.795981e+02,2.800000e-01,4.000000e+00,3.325000e+01,3.500000e+01,1.633323e-02,3.112500e+02,False,1.126848e+03,1.324995e-01,2.106775e-02,9.506124e-01,1.000000e+00,8.002374e-02,1.329819e+04,2.608600e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Speleomantes_imperialis,2.777790e+02,9.963115e+03,2.800000e-01,8.710000e-02,2.900000e+00,7.800000e+00,1.706294e-02,2.881500e+02,False,7.704607e+01,2.148760e-01,1.416829e-02,2.248000e-01,1.000000e+00,2.005165e-02,5.092015e+03,2.000000e-03,1.000000e+00,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
Caenorhabditis_elegans,4.583333e-01,2.100000e+01,7.000000e-02,2.400000e-08,1.800000e-06,4.300000e-06,2.180000e+02,2.931500e+02,True,3.688320e+01,4.947584e-01,3.196018e-02,7.891015e-04,1.863572e-02,2.988728e-01,5.560938e-03,2.000000e-03,3.181892e-01,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False
Macronectes_halli,1.224870e+01,2.551486e+03,2.800000e-01,2.110000e+02,5.130000e+03,5.400000e+03,1.842063e-02,3.125500e+02,False,2.964900e+03,5.713429e-02,2.392715e-02,8.867766e-01,1.000000e+00,3.570900e-02,3.302572e+05,1.817621e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,True
Euphagus_cyanocephalus,2.653885e+00,5.548745e+02,2.800000e-01,4.340000e+00,6.132250e+01,6.455000e+01,1.689571e-01,3.147500e+02,False,5.957893e+03,6.108824e-02,2.443968e-02,8.014348e-01,1.000000e+00,7.449533e-02,2.116262e+03,1.938883e-01,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True
Decapterus_russelli,3.230273e+00,1.310055e+03,2.000000e-01,5.200000e-04,3.752175e+01,8.193000e+02,4.108224e+02,2.963500e+02,True,1.419949e+02,9.041192e-02,2.059436e-02,3.324889e-02,9.999410e-01,1.072154e-05,1.014042e+04,2.000000e-03,9.999804e-01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
Labeo_catla,9.686989e-01,1.767876e+03,2.000000e-01,5.236000e-04,2.000000e+03,3.860000e+04,2.036342e+04,3.011500e+02,True,2.997586e+02,7.711049e-02,1.976866e-02,4.198683e-02,4.149044e-01,4.592617e-07,2.810346e+05,2.000000e-03,7.460907e-01,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True
Lepomis_gulosus,8.677242e-01,3.522059e+03,2.000000e-01,5.200000e-04,9.530458e+00,6.730000e+02,1.435524e+02,2.911500e+02,True,5.180662e+01,6.802269e-02,1.505863e-01,1.389545e-02,6.487236e-02,6.351370e-04,4.467129e+03,2.000000e-03,4.024482e-01,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True
Macropus_rufogriseus,2.585881e+01,7.109127e+02,3.000000e-01,5.400000e-01,6.500000e+03,1.400000e+04,1.800502e-02,3.096500e+02,False,6.207715e+02,1.666126e-01,3.901495e-02,3.714636e-01,1.000000e+00,4.657538e-05,5.190947e+06,1.996299e-03,1.000000e+00,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
Strigops_habroptila,6.124350e+00,2.737056e+03,2.800000e-01,2.890000e+01,1.662500e+03,1.750000e+03,1.096068e-02,3.144500e+02,False,2.828209e+03,9.732452e-03,2.584383e-02,9.243207e-01,1.000000e+00,1.323488e-02,2.040042e+04,2.529731e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
Tunchiornis_ochraceiceps,3.062175e+00,4.438996e+02,2.800000e-01,1.730000e+00,1.102000e+01,1.160000e+01,4.505523e-02,3.147500e+02,False,1.613719e+03,3.550497e-02,2.434273e-02,7.988456e-01,1.000000e+00,1.406106e-01,7.387613e+02,6.313064e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True
Heteronotia_binoei_3N1A,3.090354e+01,5.475000e+03,3.000000e-01,1.817239e-01,1.295577e+00,3.831962e+00,3.322151e-02,2.991500e+02,False,5.018727e+01,8.624999e-02,8.164461e-03,2.368146e-01,1.000000e+00,1.251794e-01,7.480943e+02,2.000000e-03,1.000000e+00,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
Donacobius_atricapilla,3.470465e+00,3.240467e+02,2.800000e-01,2.900000e+00,3.420000e+01,3.600000e+01,5.631904e-02,3.147500e+02,False,1.160373e+03,2.540774e-02,2.802682e-02,7.476144e-01,1.000000e+00,6.211356e-02,2.316026e+03,2.741032e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True
Upupa_epops,3.368392e+00,5.702395e+02,2.800000e-01,4.000000e+00,7.125000e+01,7.500000e+01,2.335861e-01,3.131500e+02,False,2.453896e+03,1.891296e-01,2.504986e-02,8.689568e-01,1.000000e+00,4.335856e-02,2.302871e+04,4.881719e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True
Daphnia_longispina,1.001882e+00,1.784405e+01,1.700000e-01,1.958824e-05,5.152941e-04,1.170588e-03,2.032442e+01,2.931500e+02,False,5.488866e+02,4.330690e-01,1.961867e-02,3.893674e-03,1.000000e+00,1.170447e-02,1.351551e+00,2.000000e-03,1.000000e+00,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False
Ammomanes_deserti,2.143522e+00,5.149236e+02,2.800000e-01,2.500000e+00,2.090000e+01,2.200000e+01,1.351657e-01,3.147500e+02,False,7.419423e+03,9.437260e-02,2.345663e-02,8.770431e-01,1.000000e+00,1.206030e-01,9.781863e+02,3.626239e-01,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True
Anolis_carolinensis,1.952994e+01,1.222016e+03,3.000000e-01,2.600000e-01,1.874188e+00,4.440000e+00,7.070282e-02,3.001500e+02,False,7.358294e+01,4.454402e-01,2.822385e-02,2.849664e-01,1.000000e+00,1.136515e-01,1.042589e+04,2.000000e-03,1.000000e+00,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Ameiurus_catus,6.573437e+00,3.053660e+03,2.000000e-01,9.200000e-03,1.062837e+03,1.000000e+04,1.604632e+01,2.981500e+02,True,3.154392e+02,7.972565e-02,2.357200e-02,7.148794e-02,9.833018e-01,6.382678e-06,1.715528e+05,2.000000e-03,9.944351e-01,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False
Alectoris_graeca,6.168858e+00,4.818319e+02,2.800000e-01,2.720000e+01,5.462500e+02,5.750000e+02,3.424431e-01,3.138500e+02,False,1.169043e+04,2.145830e-01,2.203757e-02,8.378770e-01,1.000000e+00,5.268682e-02,3.833323e+04,1.986429e-01,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True
Trachycephalus_resinifictrix,4.847953e+00,5.561294e+03,2.800000e-01,1.800000e-03,1.447997e+01,7.100000e+01,9.889784e+00,2.971500e+02,False,1.162076e+02,5.232963e-02,4.176592e-02,1.641049e-01,1.000000e+00,7.809319e-05,6.650420e+03,2.000000e-03,1.000000e+00,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True
Calidris_pusilla,4.082900e+00,9.048153e+02,2.800000e-01,4.400000e+00,2.565000e+01,2.700000e+01,8.532128e-02,3.141500e+02,False,1.157948e+03,1.564748e-01,3.096000e-02,8.556631e-01,1.000000e+00,1.215051e-01,1.536137e+04,2.524395e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,True
Encrasicholina_purpurea,1.847787e+00,1.124071e+02,2.000000e-01,2.700000e-04,4.200000e-01,6.170000e+00,3.669698e+00,2.984500e+02,True,4.833943e+02,2.617106e-03,2.325937e-02,5.240393e-03,3.367602e-01,4.588935e-04,4.992052e+00,2.000000e-03,7.066784e-01,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False
Acanthochromis_polyacanthus,8.099636e+00,2.217275e+03,2.000000e-01,4.400000e-03,9.800000e+00,1.520000e+02,5.953252e+00,3.006500e+02,True,3.434789e+01,1.424664e-02,1.971474e-02,7.583786e-02,1.985127e-02,8.124098e-03,1.546119e+03,2.000000e-03,2.757544e-01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
Potamorhina_latior,5.295529e+00,3.624128e+03,2.000000e-01,7.200000e-03,3.482000e+01,2.710000e+02,1.076121e+02,2.976500e+02,True,3.687961e+02,1.976316e-01,3.348712e-02,3.839910e-02,4.425473e-01,1.772206e-04,3.457430e+04,2.000000e-03,7.669450e-01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
Tachycineta_bicolor,2.858030e+00,9.366282e+02,2.800000e-01,1.660000e+00,2.327500e+01,2.450000e+01,1.126381e-01,3.147500e+02,False,8.996629e+02,5.913261e-02,3.154163e-02,8.261116e-01,1.000000e+00,4.301758e-02,5.759387e+03,2.093718e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True
Eremophila_alpestris,2.449740e+00,4.438996e+02,2.800000e-01,2.730000e+00,3.211000e+01,3.380000e+01,1.689571e-01,3.147500e+02,False,5.762341e+03,4.625582e-02,2.246880e-02,7.239881e-01,1.000000e+00,1.007426e-01,7.123096e+02,2.390644e-01,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,True,True
Macrobrachium_rosenbergii,7.240189e+00,3.303336e+02,1.700000e-01,1.000000e-04,1.750000e+01,7.700000e+01,1.892027e+03,3.021500e+02,True,1.747466e+02,1.726120e-02,1.877100e-02,3.364861e-02,9.001758e-03,1.465716e-04,1.969155e+03,2.000000e-03,2.118424e-01,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False
Diplectrum_formosum,4.350415e+00,5.444234e+03,2.000000e-01,3.440000e-04,2.530000e+01,3.460000e+02,5.730834e+01,2.983500e+02,True,8.953521e+01,5.000000e-02,1.781053e-02,6.187306e-02,9.999987e-01,1.044736e-05,4.349188e+03,2.000000e-03,9.999996e-01,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True
Falco_naumanni,5.818132e+00,5.600353e+02,2.800000e-01,1.030000e+01,1.615000e+02,1.700000e+02,7.786202e-02,3.131500e+02,False,1.090671e+03,4.455528e-02,2.605586e-02,6.234353e-01,1.000000e+00,5.801878e-02,1.595184e+04,1.520190e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
