species,Wwi,d_V,genus,family,order,class,phylum,p_Am,kap,v,p_M,E_Hb,E_Hj,E_Hp,k_J,s_M,metamorphosis,estim_k_J,data_split
Heteronotia_binoei_SM6,5.4354000983e+00,3.0000000000e-01,Heteronotia,Gekkonidae,Squamata,Reptilia,Chordata,5.1821174535e+01,9.0447782099e-01,6.9199988235e-03,3.5594562003e+01,9.4405805083e+01,9.4405805093e+01,1.4097087238e+03,2.0000000000e-03,1.0000000000e+00,False,False,train
Heteropneustes_fossilis,4.2000000000e+02,2.0000000000e-01,Heteropneustes,Heteropneustidae,Siluriformes,Actinopterygii,Chordata,1.8903880326e+02,9.7137613808e-01,2.9739115006e-02,3.2720886743e+01,7.7281213199e-02,7.7281215292e-02,8.8027004466e+02,2.0000000000e-03,1.0000000089e+00,True,False,train
Heterostichus_rostratus,1.6000000000e+03,2.0000000000e-01,Heterostichus,Clinidae,Blenniiformes,Actinopterygii,Chordata,6.2955599623e+01,9.9777941752e-01,3.1419333599e-02,2.1864341998e+01,1.1437327244e-02,5.5657206058e-01,8.1418157182e+02,2.0000000000e-03,3.6330734907e+00,True,False,train
Heterotis_niloticus,9.5000000000e+03,2.0000000000e-01,Heterotis,Arapaimidae,Osteoglossiformes,Actinopterygii,Chordata,2.4832868265e+02,9.8521021610e-01,1.9800276736e-02,1.7895631680e+01,8.9151942668e-02,8.9151942676e-02,1.8153477245e+04,2.0000000000e-03,1.0000000000e+00,False,False,train
Hieraaetus_morphnoides,9.7000000000e+02,2.8000000000e-01,Hieraaetus,Accipitridae,Accipitriformes,Aves,Chordata,2.5695102725e+03,9.5716301218e-01,2.3356400657e-02,6.5196387619e+02,2.0342147098e+03,2.0342147100e+03,4.8783395659e+04,2.6716897521e-02,1.0000000000e+00,False,True,train
Hierococcyx_sparverioides,1.5000000000e+02,2.8000000000e-01,Hierococcyx,Cuculidae,Cuculiformes,Aves,Chordata,5.9753923550e+03,9.5960690488e-01,2.8790000000e-02,3.4704334205e+03,1.0032884906e+02,1.0032884907e+02,3.9002736624e+03,1.4218742730e-01,1.0000000000e+00,False,True,train
Himantopus_mexicanus,1.8600000000e+02,2.8000000000e-01,Himantopus,Recurvirostridae,Charadriiformes,Aves,Chordata,2.1130693623e+03,9.2493196520e-01,2.6456044286e-02,8.1348391288e+02,1.4531488145e+03,1.4531488146e+03,2.1971830962e+04,3.3391469992e-02,1.0000000000e+00,False,True,train
Himantopus_novaezelandiae,2.2000000000e+02,2.8000000000e-01,Himantopus,Recurvirostridae,Charadriiformes,Aves,Chordata,1.7216963955e+03,9.0980092219e-01,3.0507895241e-02,5.5347582514e+02,2.5036777398e+03,2.5036777401e+03,4.5700937801e+04,2.2698509073e-02,1.0000000000e+00,False,True,train
Himatione_sanguinea,1.4000000000e+01,2.8000000000e-01,Himatione,Fringillidae,Passeriformes,Aves,Chordata,1.9720937122e+03,7.0344328337e-01,3.5166273169e-02,1.2236430309e+03,2.2124121715e+03,2.2124121718e+03,1.4361480172e+04,5.0034543761e-02,1.0000000000e+00,False,True,test
Hippocampus_erectus,3.0600000000e+01,2.0000000000e-01,Hippocampus,Syngnathidae,Syngnathiformes,Actinopterygii,Chordata,5.0634550826e+01,7.7129319109e-01,3.9980926797e-02,2.8954822774e+01,3.2272559005e+01,1.4168563045e+02,3.2550267857e+03,2.0000000000e-03,1.5882652998e+00,True,False,test
Hippocampus_guttulatus,2.5000000000e+01,2.0000000000e-01,Hippocampus,Syngnathidae,Syngnathiformes,Actinopterygii,Chordata,5.1091858953e+01,6.5960019013e-01,2.0816510112e-02,2.9089262631e+01,4.4204828154e+00,3.1053404029e+01,1.1410227644e+04,2.0000000000e-03,1.8851031721e+00,True,False,train
Hippocampus_hippocampus,8.8800000000e+00,2.0000000000e-01,Hippocampus,Syngnathidae,Syngnathiformes,Actinopterygii,Chordata,6.7074514752e+01,6.8034969823e-01,2.7966874609e-02,4.9031293347e+01,5.1883015454e+00,5.0935653604e+01,5.2040173862e+03,2.0000000000e-03,2.0821049126e+00,True,False,test
Hippocampus_kuda,1.1500000000e+02,2.0000000000e-01,Hippocampus,Syngnathidae,Syngnathiformes,Actinopterygii,Chordata,4.1585977899e+01,9.9359385574e-01,2.2649665224e-02,4.5386336284e+01,7.7672620893e-02,1.2309442233e+01,1.2659227164e+03,2.0000000000e-03,5.2433567171e+00,True,False,val
Hippocampus_reidi,2.3800000000e+01,2.0000000000e-01,Hippocampus,Syngnathidae,Syngnathiformes,Actinopterygii,Chordata,2.0272516826e+01,9.4440505617e-01,2.0790142384e-02,2.4029664385e+01,5.9381334286e-01,4.7867664654e+01,6.8383192842e+02,2.0000000000e-03,4.2116378680e+00,True,False,train
Hippocampus_zosterae,5.5870000000e-01,2.0000000000e-01,Hippocampus,Syngnathidae,Syngnathiformes,Actinopterygii,Chordata,5.9147236259e+02,8.3184622074e-01,2.0516896468e-02,1.0976335708e+03,3.3472843442e-01,3.7344055477e+00,1.2011575654e+01,2.0000000000e-03,2.1161927443e+00,True,False,train
Hippoglossoides_platessoides,4.7000000000e+03,2.0000000000e-01,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopterygii,Chordata,5.9539812081e+01,9.9383532233e-01,2.6165000000e-02,1.7629153427e+01,3.0891370817e-01,2.6085714586e+01,1.4573220302e+04,2.0000000000e-03,4.3568972530e+00,True,False,test
Hirundichthys_affinis,3.2400000000e+02,2.0000000000e-01,Hirundichthys,Exocoetidae,Beloniformes,Actinopterygii,Chordata,1.6382181813e+02,9.5121323706e-01,1.9538489438e-01,6.9035023143e+01,1.3957641856e+00,3.4501029784e+01,3.8380248143e+04,2.0000000000e-03,2.8600895019e+00,True,False,train
Hirundo_atrocaerulea,1.3900000000e+01,2.8000000000e-01,Hirundo,Hirundinidae,Passeriformes,Aves,Chordata,7.6814588274e+02,8.7937535260e-01,2.8518097436e-02,4.8265147847e+02,4.4080688801e+02,4.4080688805e+02,8.1112082967e+03,1.9740483911e-02,1.0000000000e+00,False,True,train
Hirundo_neoxena,2.0000000000e+01,2.8000000000e-01,Hirundo,Hirundinidae,Passeriformes,Aves,Chordata,9.9898665246e+02,8.6117765910e-01,2.3681363279e-02,6.2161449808e+02,4.6376028698e+02,4.6376028702e+02,8.7024910533e+03,2.5594955591e-02,1.0000000000e+00,False,True,test
Hirundo_rustica,2.7000000000e+01,2.8000000000e-01,Hirundo,Hirundinidae,Passeriformes,Aves,Chordata,6.1818593031e+01,9.2651359053e-01,5.6941320386e-02,2.0088847309e+01,6.7903336989e+02,6.7903336996e+02,3.7353877435e+03,8.2354178681e-04,1.0000000000e+00,False,True,train
Hirundo_tahitica,2.5000000000e+01,2.8000000000e-01,Hirundo,Hirundinidae,Passeriformes,Aves,Chordata,9.2926924417e+02,9.7609210017e-01,2.4985772766e-02,5.8649625961e+02,7.5922029585e+01,7.5922029593e+01,1.7376802177e+03,2.4038275333e-02,1.0000000000e+00,False,True,train
Holacanthus_passer,9.6550000000e+02,2.0000000000e-01,Holacanthus,Pomacentridae,OvalentariaIncSed,Actinopterygii,Chordata,3.8149915311e+00,9.7991905118e-01,1.9743994717e-02,6.0076743032e+00,9.4762941887e-03,3.9672445573e+01,1.6728368603e+04,3.4219905856e-04,1.5863465212e+01,True,True,train
Holbrookia_maculata,4.4075206759e+00,3.0000000000e-01,Holbrookia,Phrynosomatidae,Squamata,Reptilia,Chordata,7.0464803396e+02,9.0865120598e-01,1.7839518856e-02,6.2583538514e+02,1.1368445279e+02,1.1368445281e+02,1.4859746847e+03,2.0000000000e-03,1.0000000000e+00,False,False,train
Holocentrus_adscensionis,2.4080000000e+03,2.0000000000e-01,Holocentrus,Holocentridae,Holocentriformes,Actinopterygii,Chordata,5.4584797881e+02,9.9458480131e-01,4.5674705393e-02,6.2401740215e+01,7.4077384622e-04,7.4077384630e-04,4.2445147446e+02,2.0000000000e-03,1.0000000000e+00,False,False,train
Holothuria_scabra,2.0000000000e+03,9.0000000000e-02,Holothuria,Holothuriidae,Aspidochirotida,Holothuroidea,Echinodermata,1.1001515146e+01,9.8286074889e-01,4.6993350201e-02,1.1538491919e+01,1.5657692304e-04,3.1787273955e-01,1.0864034811e+04,2.0000000000e-03,1.2625686850e+01,True,False,train
Homarus_gammarus,6.0000000000e+03,1.7000000000e-01,Homarus,Nephropidae,Decapoda,Malacostraca,Arthropoda,1.7172425028e+02,8.9511098658e-01,2.0748404983e-02,2.4287877818e+01,1.9812624039e+00,1.4655575632e+01,1.0002450571e+05,2.0000000000e-03,1.9394236734e+00,True,False,train
Homo_sapiens,6.8000000000e+04,3.0000000000e-01,Homo,Hominidae,Primates,Mammalia,Chordata,1.1842473137e+02,7.9389484705e-01,3.1963780240e-02,2.5826000000e+00,4.8406273199e+06,4.8406273204e+06,8.6709745229e+07,2.5369968547e-04,1.0000000000e+00,False,True,test
Homopus_signatus,2.4100000000e+02,3.0000000000e-01,Homopus,Testudinidae,Testudines,Reptilia,Chordata,7.0664985391e+01,6.9486475543e-01,2.1213957243e-02,8.8885410365e+00,1.7287441350e+04,1.7287441351e+04,2.1544555119e+05,3.3725206253e-04,1.0000000000e+00,False,True,test
Hoplias_malabaricus,3.8000000000e+03,2.0000000000e-01,Hoplias,Erythrinidae,Characiformes,Actinopterygii,Chordata,7.1746873606e+02,9.9956580274e-01,8.5035729622e-02,3.1399980000e+02,3.5854310211e-03,4.2492408737e-01,2.3208722849e+02,2.0000000000e-03,4.8324396364e+00,True,False,train
Huso_huso,3.2000000000e+06,2.0000000000e-01,Huso,Acipenseridae,Acipenseriformes,Actinopterygii,Chordata,1.8523496620e+03,4.3665922044e-01,1.5826172876e-02,1.6232474587e+01,1.6003777930e+01,1.6003777931e+01,2.8114674909e+07,9.2837600419e-04,1.0000000000e+00,False,True,val
Hyalella_azteca,1.7494100000e-02,1.7000000000e-01,Hyalella,Hyalellidae,Amphipoda,Malacostraca,Arthropoda,5.7876648797e+01,8.8358283094e-01,2.1251460143e-02,2.4749619222e+02,1.8471779353e-02,1.8471924917e-02,4.0825046563e-01,2.0000000000e-03,1.0000023065e+00,True,False,val
Hydrobates_pelagicus,4.6000000000e+01,2.8000000000e-01,Hydrobates,Hydrobatidae,Procellariiformes,Aves,Chordata,7.4718431980e+02,8.2290691982e-01,1.8505673730e-02,3.3471383051e+02,2.3068922383e+03,2.3068922385e+03,3.0878629541e+04,1.3762464756e-02,1.0000000000e+00,False,True,train
Hydrochoerus_hydrochaeris,9.1000000000e+04,3.0000000000e-01,Hydrochoerus,Caviidae,Rodentia,Mammalia,Chordata,1.1608926546e+03,9.3382515210e-01,1.5744363779e+00,2.3807723992e+01,7.3794500969e+05,7.3794500977e+05,4.3089118756e+07,2.0000000000e-03,1.0000000000e+00,False,False,val
Hydrocynus_forskahlii,6.9000000000e+03,2.0000000000e-01,Hydrocynus,Alestidae,Characiformes,Actinopterygii,Chordata,5.3437628816e+01,9.8048910308e-01,3.3734103906e-02,1.4651371784e+01,5.1962916269e-02,2.1083577658e+00,4.6790004486e+03,7.9959506785e-04,3.4214909572e+00,True,True,train
Hydrocynus_vittatus,2.8000000000e+04,2.0000000000e-01,Hydrocynus,Alestidae,Characiformes,Actinopterygii,Chordata,1.5346792880e+02,5.5178573554e-01,2.5601000000e-02,8.5708059033e+00,2.4434918341e+00,2.9521777294e+01,2.8571066928e+06,2.0000000000e-03,2.2957548045e+00,True,False,train
Hydromedusa_maximiliani,5.2000000000e+02,3.0000000000e-01,Hydromedusa,Chelidae,Testudines,Reptilia,Chordata,9.7728972801e+01,8.2604853171e-01,1.5575700339e-02,1.2405278754e+01,7.7025331669e+03,7.7025331676e+03,6.0240905114e+05,4.7350404986e-04,1.0000000000e+00,False,True,train
Hydromys_chrysogaster,8.5000000000e+02,3.0000000000e-01,Hydromys,Muridae,Rodentia,Mammalia,Chordata,1.2183459990e+04,9.6417844390e-01,2.0389331202e-02,5.4920126136e+03,1.9461555062e+03,1.9461555064e+03,2.1865876761e+05,2.0000000000e-03,1.0000000000e+00,False,False,train
Hydroprogne_caspia,6.4400000000e+02,2.8000000000e-01,Hydroprogne,Laridae,Charadriiformes,Aves,Chordata,1.9697288878e+03,9.2059224096e-01,4.8933403912e-02,4.0525581203e+02,1.0498932377e+04,1.0498932378e+04,1.6140832179e+05,1.6874022092e-02,1.0000000000e+00,False,True,train
Hyla_arborea,4.8000000000e+00,2.8000000000e-01,Hyla,Hylidae,Anura,Amphibia,Chordata,8.4293505484e+02,7.1980993158e-01,1.7800505269e-02,7.2188023114e+02,8.7498039079e-01,6.4771244137e+02,3.0080126698e+03,2.0000000000e-03,1.0000000000e+00,False,False,train
Hylocichla_mustelina,4.3300000000e+01,2.8000000000e-01,Hylocichla,Turdidae,Passeriformes,Aves,Chordata,6.8542002350e+03,9.2058474273e-01,2.3128109389e-02,6.4750327885e+03,1.7364325874e+02,1.7364325876e+02,1.6358106538e+03,2.6584699822e-01,1.0000000000e+00,False,True,train
Hynobius_quelpaertensis,2.4100000000e+00,2.8000000000e-01,Hynobius,Hynobiidae,Caudata,Amphibia,Chordata,1.2320291182e+02,4.9073870800e-01,3.7123739784e-02,5.1098232526e+01,5.4904856134e+01,1.2812389822e+02,1.1324853136e+04,2.0000000000e-03,1.0000000000e+00,False,False,train
Hynobius_tokyoensis,1.0500000000e+01,2.8000000000e-01,Hynobius,Hynobiidae,Caudata,Amphibia,Chordata,7.5610738355e+01,6.5443482769e-01,2.1675444355e-02,2.6052213891e+01,2.7647043518e+01,2.7818447523e+03,1.3465837176e+04,2.0000000000e-03,1.0000000000e+00,False,False,val
Hynobius_yangi,2.6400000000e+00,2.8000000000e-01,Hynobius,Hynobiidae,Caudata,Amphibia,Chordata,2.0809235504e+02,4.1425519909e-01,3.1151428440e-02,7.7437421759e+01,5.5951604511e+01,3.4294662818e+02,1.8902428734e+04,2.0000000000e-03,1.0000000000e+00,False,False,train
Hypanus_dipterurus,3.2100000000e+04,2.0000000000e-01,Hypanus,Dasyatidae,Myliobatiformes,Chondrichthyes,Chordata,5.0181167600e+02,7.1090055476e-01,3.0163756250e-02,1.8762437482e+01,3.8378189374e+05,3.8378189377e+05,6.4359877814e+06,2.0000000000e-03,1.0000000000e+00,False,False,train
Hypanus_guttatus,2.1300000000e+04,2.0000000000e-01,Hypanus,Dasyatidae,Myliobatiformes,Chondrichthyes,Chordata,2.4321713750e+02,9.7459255627e-01,2.0705749790e-02,1.3052305359e+01,3.0564995715e+03,3.0564995719e+03,1.4810459436e+05,2.0000000000e-03,1.0000000000e+00,False,False,test
Hypanus_sabinus,4.9000000000e+03,2.0000000000e-01,Hypanus,Dasyatidae,Myliobatiformes,Chondrichthyes,Chordata,3.9363107433e+02,9.8076867768e-01,6.4626332702e-02,2.0800753265e+01,6.4813789473e+03,6.4813789480e+03,3.9261340684e+04,2.0000000000e-03,1.0000000000e+00,False,False,train
Hyperoche_medusarum,1.9200000000e+01,1.4200000000e-01,Hyperoche,Hyperiidae,Amphipoda,Malacostraca,Arthropoda,8.8041156259e+03,9.9511717164e-01,2.3248194594e-02,2.7797159805e+04,1.7300892933e-05,1.0195672068e-04,1.8839149094e+02,2.0000000000e-03,1.7332662126e+00,True,False,train
Hyperoglyphe_antarctica,4.0000000000e+04,2.0000000000e-01,Hyperoglyphe,Centrolophidae,Scombriformes,Actinopterygii,Chordata,1.1010444470e+02,9.7503339850e-01,2.3102000000e-02,2.0548347419e+01,1.4328185573e-02,1.9858710998e+00,4.9884369478e+05,2.0000000000e-03,5.1683416452e+00,True,False,train
Hyperolius_viridiflavus,3.5000000000e+00,2.8000000000e-01,Hyperolius,Hyperoliidae,Anura,Amphibia,Chordata,2.0131023152e+02,8.9142912998e-01,2.0486525719e-02,1.6304919393e+02,7.0858529726e-01,7.9089497635e+01,8.2375180297e+02,2.0000000000e-03,1.0000000000e+00,False,False,test
Hyperoplus_lanceolatus,1.7900000000e+02,2.0000000000e-01,Hyperoplus,Ammodytidae,Uranoscopiformes,Actinopterygii,Chordata,5.9978699900e+01,7.7724370750e-01,2.7930000000e-02,1.9674426670e+01,3.9065262501e-01,3.6146950176e+00,8.6916854775e+03,2.0000000000e-03,2.0928366580e+00,True,False,val
Hypophthalmus_edentatus,1.3000000000e+03,2.0000000000e-01,Hypophthalmus,Pimelodidae,Siluriformes,Actinopterygii,Chordata,2.4712988399e+02,9.6643963019e-01,2.0640282734e-02,3.2951471172e+01,2.4363965254e-02,2.4365748851e-02,1.4080346226e+04,2.0000000000e-03,1.0000242646e+00,True,False,train
Hypoptychus_dybowskii,3.9800000000e+00,2.0000000000e-01,Hypoptychus,Hypoptychidae,Perciformes,Actinopterygii,Chordata,8.8164136541e+02,9.9511435353e-01,1.8111770599e-02,3.8290274754e+03,9.4998672118e-03,3.7199675766e-01,7.4447881834e+00,2.0000000000e-03,3.0554750660e+00,True,False,train
Hypopyrrhus_pyrohypogaster,8.0000000000e+01,2.8000000000e-01,Hypopyrrhus,Icteridae,Passeriformes,Aves,Chordata,1.7582051760e+03,9.6169703558e-01,3.4880658310e-02,8.0960394397e+02,3.9629004667e+02,3.9629004671e+02,6.7560508898e+03,3.3161814817e-02,1.0000000000e+00,False,True,train
Hypostomus_albopunctatus,6.7650000000e+02,2.0000000000e-01,Hypostomus,Loricariidae,Siluriformes,Actinopterygii,Chordata,6.4261980405e+01,9.4143331160e-01,2.5061000000e-02,8.0154671737e+00,1.0872022558e-01,1.1022203416e-01,1.5118754276e+04,2.0000000000e-03,1.0045943680e+00,True,False,val
Hypotaenidia_owstoni,2.1700000000e+02,2.8000000000e-01,Hypotaenidia,Rallidae,Gruiformes,Aves,Chordata,4.0375831102e+03,9.1784233189e-01,2.8833000000e-02,1.7506398466e+03,9.5249350011e+02,9.5249350020e+02,1.6607210212e+04,7.1718570394e-02,1.0000000000e+00,False,True,train
Hypsibius_convergens,9.8800000000e-07,7.0000000000e-02,Hypsibius,Hypsibiidae,Parachela,Eutardigrada,Tardigrada,2.9548679341e+00,9.4105516712e-01,1.7548972821e-03,4.2696252704e+02,4.9361702321e-06,1.2398042032e-05,4.8553638524e-05,2.0000000000e-03,1.2364728376e+00,True,False,test
Hypsypops_rubicundus,5.2650000000e+02,2.0000000000e-01,Hypsypops,Pomacentridae,OvalentariaIncSed,Actinopterygii,Chordata,1.2656776200e+01,9.8044380171e-01,2.1806000000e-02,1.7708961097e+01,8.4752939513e-03,1.1765654337e+01,1.1872494322e+04,2.0000000000e-03,1.1073360179e+01,True,False,train
Iberolacerta_horvathi,4.6400000000e+00,3.0000000000e-01,Iberolacerta,Lacertidae,Squamata,Reptilia,Chordata,1.4980703929e+02,3.1127403839e-01,4.8768293044e-02,3.1163271837e+01,5.1109377548e+03,5.1109377554e+03,3.4480056285e+04,2.0000000000e-03,1.0000000000e+00,False,False,val
Ichthyaetus_audouinii,7.7000000000e+02,2.8000000000e-01,Ichthyaetus,Laridae,Charadriiformes,Aves,Chordata,6.2707278117e+03,9.7339250545e-01,2.2145897157e-02,2.3681232131e+03,5.3195123445e+02,5.3195123451e+02,8.3788007657e+03,9.6975990353e-02,1.0000000000e+00,False,True,train
Ichthyomyzon_castaneus,5.5900000000e+01,1.2500000000e-01,Ichthyomyzon,Petromyzontidae,Petromyzontiformes,Cephalaspidomorphi,Chordata,5.1223816870e+01,9.2715031701e-01,1.4139974637e-02,1.6325548873e+01,1.2804755395e-02,1.2804755397e-02,1.6828468213e+02,2.0000000000e-03,1.0000000000e+00,False,False,val
Ichthyophis_kohtaoensis,3.5600000000e+02,2.8000000000e-01,Ichthyophis,Ichthyophiidae,Gymnophiona,Amphibia,Chordata,1.6905611256e+02,7.1424172712e-01,2.6055932393e-02,2.1011838423e+01,2.6055874007e+03,3.0727980820e+04,8.0950814697e+04,2.0000000000e-03,1.0000000000e+00,False,False,val
Ictalurus_furcatus_JR,2.5725000000e+04,2.6000000000e-01,Ictalurus,Ictaluridae,Siluriformes,Actinopterygii,Chordata,2.3090085902e+02,5.7186906462e-01,5.7351673859e-02,9.2820298907e+00,5.9134980684e+01,3.6159737274e+02,1.9577560927e+06,1.1517566184e-03,1.8276110388e+00,True,True,train
Ictalurus_punctatus,2.6300000000e+04,2.0000000000e-01,Ictalurus,Ictaluridae,Siluriformes,Actinopterygii,Chordata,3.2166315831e+01,9.9621396028e-01,5.1754215360e-02,5.9012747680e+01,7.9590155899e-02,1.2964921268e+04,1.2964921722e+04,2.0000000000e-03,5.0591710316e+01,True,False,test
Icteria_virens,2.4800000000e+01,2.8000000000e-01,Icteria,Icteriidae,Passeriformes,Aves,Chordata,3.4880349977e+03,8.7561608782e-01,4.1091815086e-02,2.5254456179e+03,8.8148020534e+02,8.8148020543e+02,5.3551949484e+03,1.0249484421e-01,1.0000000000e+00,False,True,train
Icterus_galbula,3.3300000000e+01,2.8000000000e-01,Icterus,Icteridae,Passeriformes,Aves,Chordata,3.5632855521e+03,9.7463224276e-01,2.2835748756e-02,3.1650171212e+03,4.1971574609e+01,4.1971574613e+01,6.4842282903e+02,1.2992705149e-01,1.0000000000e+00,False,True,train
Icterus_parisorum,3.5100000000e+01,2.8000000000e-01,Icterus,Icteridae,Passeriformes,Aves,Chordata,2.5348928466e+03,9.8006453613e-01,2.4888388325e-02,1.9438420365e+03,4.5183117412e+01,4.5183117417e+01,8.1459467170e+02,7.8864816005e-02,1.0000000000e+00,False,True,train
Ictinia_mississippiensis,3.1100000000e+02,2.8000000000e-01,Ictinia,Accipitridae,Accipitriformes,Aves,Chordata,1.6677036469e+03,9.5338627683e-01,2.5095356009e-02,5.2681757404e+02,1.3180980075e+03,1.3180980077e+03,2.6775813910e+04,2.1585031645e-02,1.0000000000e+00,False,True,val
Iheringichthys_labrosus,9.8370000000e+02,2.0000000000e-01,Iheringichthys,Pimelodidae,Siluriformes,Actinopterygii,Chordata,4.8888937050e+01,9.5598170247e-01,1.9943592133e-02,1.6814500000e+01,2.8408974000e-02,8.4270535613e-01,4.5329661592e+03,2.0000000000e-03,3.0900557830e+00,True,False,train
Ihlea_punctata,2.2000000000e-01,7.0000000000e-04,Ihlea,Salpidae,Salpida,Thaliacea,Chordata,5.4504947368e+02,9.5000000000e-01,2.9656000000e-02,9.0000000000e+03,5.7150000000e-05,5.7150000006e-05,8.0610000000e-03,2.0000000000e-03,1.0000000000e+00,False,False,train
Ilisha_africana,1.9100000000e+02,2.0000000000e-01,Ilisha,Pristigasteridae,Clupeiformes,Actinopterygii,Chordata,1.4212313622e+02,5.0514738496e-01,2.3992000000e-02,2.6336932381e+01,2.5944365274e+01,1.1052215498e+02,5.9588994082e+04,2.0000000000e-03,1.6078409428e+00,True,False,train
Ilyocryptus_spinifer,4.2764705882e-05,1.7000000000e-01,Ilyocryptus,Ilyocryptidae,Anomopoda,Branchiopoda,Arthropoda,7.7453643703e+01,6.0906049451e-01,2.0464247231e-02,1.6907270055e+03,5.1730503331e-03,5.1730503336e-03,4.9888147619e-02,2.0000000000e-03,1.0000000000e+00,False,False,test
Indicator_indicator,4.6800000000e+01,2.8000000000e-01,Indicator,Indicatoridae,Piciformes,Aves,Chordata,8.5988171397e+01,7.9921438647e-01,1.1532309582e-01,1.9732302901e+01,5.7498207368e+03,5.7498207373e+03,5.8134831787e+04,8.0866543569e-04,1.0000000000e+00,False,True,val
Indicator_minor,2.7000000000e+01,2.8000000000e-01,Indicator,Indicatoridae,Piciformes,Aves,Chordata,9.8548823051e+01,6.9562636366e-01,9.3783603769e-02,2.2674654502e+01,7.5240327391e+03,7.5240327399e+03,7.0743053715e+04,9.2586076594e-04,1.0000000000e+00,False,True,train
Indonotothenia_cyanobrancha,6.6050000000e+02,2.0000000000e-01,Indonotothenia,Nototheniidae,Perciformes,Actinopterygii,Chordata,4.5584905633e+01,8.1267705754e-01,3.1904868175e-02,6.5390186905e+01,1.7725906345e+00,5.6490555494e+03,8.5292151106e+04,2.0000000000e-03,1.3992657472e+01,True,False,val
Isopsetta_isolepis,2.3000000000e+03,2.0000000000e-01,Isopsetta,Pleuronectidae,Pleuronectiformes,Actinopterygii,Chordata,8.4533239924e+03,5.1320839605e-01,2.6753976273e-02,1.4201534000e+03,4.2799961234e-02,5.0711087094e-02,1.0852312026e+05,2.0000000000e-03,1.0557103483e+00,True,False,train
