species,Wwi,d_V,genus,family,order,class,phylum,p_Am,kap,v,p_M,E_Hb,E_Hj,E_Hp,k_J,s_M,metamorphosis,estim_k_J,data_split
Geronticus_eremita,1.2020000000e+03,2.8000000000e-01,Geronticus,Threskiornithidae,Pelecaniformes,Aves,Chordata,3.4802801190e+03,9.6331668325e-01,3.3298315873e-02,8.1226467261e+02,1.4150904650e+03,1.4150904652e+03,5.5214473860e+04,3.3085614647e-02,1.0000000000e+00,False,True,train
Gerrhosaurus_validus,6.5391000000e+02,3.0000000000e-01,Gerrhosaurus,Gerrhosauridae,Squamata,Reptilia,Chordata,2.7551618019e+02,9.5530109323e-01,2.2975338691e-02,4.1209774430e+01,1.9040738427e+03,1.9040738429e+03,3.0708124822e+04,2.0000000000e-03,1.0000000000e+00,False,False,train
Gerygone_flavolateralis,7.1400000000e+00,2.8000000000e-01,Gerygone,Acanthizidae,Passeriformes,Aves,Chordata,3.8675512033e+01,9.4700614201e-01,5.4829161144e-02,1.9634790713e+01,4.0672797557e+02,4.0672797561e+02,1.0235737525e+03,8.0735808244e-04,1.0000000000e+00,False,True,train
Gerygone_igata,7.8000000000e+00,2.8000000000e-01,Gerygone,Acanthizidae,Passeriformes,Aves,Chordata,5.4060057375e+01,7.8193347435e-01,4.7303633920e-02,2.2361991627e+01,2.1104535886e+03,2.1104535888e+03,5.7599584293e+03,9.1777890454e-04,1.0000000000e+00,False,True,train
Gila_intermedia,7.1600000000e+02,2.0000000000e-01,Gila,Leuciscidae,Cypriniformes,Actinopterygii,Chordata,5.4295666961e+02,9.8466062752e-01,2.0708000000e-02,1.1465014429e+02,1.5624467417e-02,1.5624467422e-02,1.8192008165e+02,2.0000000000e-03,1.0000000001e+00,True,False,train
Girardinus_creolus,1.2100000000e+00,2.0000000000e-01,Girardinus,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,2.6343747523e+02,8.4541731083e-01,2.0072396269e-02,4.2957420182e+02,6.7602928262e+00,1.8250772291e+01,1.7515930600e+03,2.0000000000e-03,1.3035828987e+00,True,False,val
Girardinus_denticulatus,1.4000000000e+00,2.0000000000e-01,Girardinus,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,1.4751201953e+02,8.8151010523e-01,1.4464567062e-02,2.7793647090e+02,4.2600842142e+00,2.4459644775e+01,8.2988359657e+02,2.0000000000e-03,1.6342323217e+00,True,False,test
Girardinus_falcatus,7.8000000000e-01,2.0000000000e-01,Girardinus,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,1.8796836600e+02,8.6800307793e-01,1.1881947706e-02,5.0595562182e+02,3.1968398644e+00,2.3673764631e+01,8.5888935630e+02,2.0000000000e-03,1.7266665883e+00,True,False,val
Girardinus_metallicus,7.5000000000e-01,2.0000000000e-01,Girardinus,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,2.6894160013e+02,8.5272577172e-01,7.2060687727e-03,1.3707676569e+03,3.0393105228e+00,9.8711823729e+01,3.5432196584e+02,2.0000000000e-03,2.5617442499e+00,True,False,train
Girardinus_microdactylus,1.3600000000e+00,2.0000000000e-01,Girardinus,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,2.6349249149e+02,8.9487609826e-01,1.0426817858e-02,8.7439440306e+02,4.1976709993e+00,7.5385055305e+01,6.1950536112e+02,2.0000000000e-03,2.1896383777e+00,True,False,val
Girardinus_uninotatus,1.4500000000e+00,2.0000000000e-01,Girardinus,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,4.0342928728e+02,6.7320844732e-01,1.3423195820e-02,6.9361233595e+02,2.9028420284e+01,1.3672321118e+02,5.8175047612e+03,2.0000000000e-03,1.4835338677e+00,True,False,val
Glaniopsis_hanitschi,7.0000000000e+00,2.0000000000e-01,Glaniopsis,Gastromyzontidae,Cypriniformes,Actinopterygii,Chordata,1.2497993957e+01,9.0000000000e-01,2.5000000000e-02,6.1534186313e+00,5.3760909123e-01,5.3760909329e-01,4.4988155690e+02,3.0000000000e-04,1.0000000012e+00,True,False,train
Glaucidium_brasilianum,7.3000000000e+01,2.8000000000e-01,Glaucidium,Strigidae,Strigiformes,Aves,Chordata,1.2547184551e+03,8.6940409269e-01,2.3344172807e-02,5.4758143344e+02,1.6292021262e+03,1.6292021264e+03,2.3881410494e+04,2.2458987499e-02,1.0000000000e+00,False,True,train
Glaucostegus_cemiculus,1.1280000000e+05,2.0000000000e-01,Glaucostegus,Glaucostegidae,Rhinopristiformes,Chondrichthyes,Chordata,6.0739573398e+02,9.7362707671e-01,3.7273487643e-02,2.0470819471e+01,4.5767178685e+03,4.5767178690e+03,8.2561859952e+05,2.0000000000e-03,1.0000000000e+00,False,False,train
Globicephala_macrorhynchus,5.9300000000e+05,3.0000000000e-01,Globicephala,Delphinidae,Cetartiodactyla,Mammalia,Chordata,7.4949090603e+02,9.1050842400e-01,1.3853735736e-02,1.6963777100e+01,5.8384474237e+06,5.8384474243e+06,1.0233572831e+08,6.4827033285e-04,1.0000000000e+00,False,True,train
Globicephala_melas,1.1000000000e+06,3.0000000000e-01,Globicephala,Delphinidae,Cetartiodactyla,Mammalia,Chordata,8.1451497599e+02,9.1041503343e-01,1.3965501362e-02,1.5243178864e+01,1.1673498465e+07,1.1673498466e+07,1.4577308182e+08,5.8264044253e-04,1.0000000000e+00,False,True,val
Glossogobius_giuris,1.2660000000e+03,2.0000000000e-01,Glossogobius,Gobiidae,Gobiiformes,Actinopterygii,Chordata,1.2195349383e+02,9.2000000000e-01,1.6372553262e-02,1.4333076957e+01,2.7857634681e-02,2.7857634684e-02,1.2169678587e+03,2.0000000000e-03,1.0000000000e+00,False,False,train
Gloydius_blomhoffii,3.9032703649e+02,3.0000000000e-01,Gloydius,Viperidae,Squamata,Reptilia,Chordata,1.7111192582e+02,7.5110459422e-01,2.1502451931e-02,2.3240284390e+01,7.6819196724e+03,7.6819196732e+03,2.0944839934e+05,2.0000000000e-03,1.0000000000e+00,False,False,test
Glyptemys_insculpta,1.6000000000e+03,3.0000000000e-01,Glyptemys,Emydidae,Testudines,Reptilia,Chordata,1.9810999693e+02,8.0208821509e-01,6.5012937826e-02,1.5244566426e+01,6.0735772972e+03,6.0735772978e+03,1.4842592496e+06,1.3160983947e-03,1.0000000000e+00,False,True,val
Glyptemys_muhlenbergii,2.4700000000e+02,3.0000000000e-01,Glyptemys,Emydidae,Testudines,Reptilia,Chordata,1.3100901615e+02,8.5757371012e-01,1.1105781909e-01,1.8941742289e+01,5.3138133001e+03,5.3138133007e+03,4.5751753708e+05,7.6198761297e-04,1.0000000000e+00,False,True,test
Glyptocephalus_kitaharae,3.0260000000e+02,2.0000000000e-01,Glyptocephalus,Pleuronectidae,Pleuronectiformes,Actinopterygii,Chordata,1.3368224791e+02,8.3465437962e-01,1.7571988787e-02,2.3023764475e+01,2.5812105998e-02,2.5812137178e-02,1.7444522564e+04,2.0000000000e-03,1.0000004014e+00,True,False,val
Glyptocephalus_stelleri,1.5000000000e+03,2.0000000000e-01,Glyptocephalus,Pleuronectidae,Pleuronectiformes,Actinopterygii,Chordata,5.2379187103e+01,9.8191451006e-01,2.0823718558e-02,2.6572741915e+01,4.1347480119e-03,5.4914498355e-01,1.3767974875e+04,2.0000000000e-03,5.0866203724e+00,True,False,train
Gnathanodon_speciosus,1.8806000000e+04,2.0000000000e-01,Gnathanodon,Carangidae,Carangiformes,Actinopterygii,Chordata,1.7534410884e+02,9.9076299454e-01,2.3579477829e-02,1.9761117532e+01,9.8245897365e-03,1.0445440862e-01,1.0633511466e+04,1.0912206125e-03,2.1957875402e+00,True,True,val
Gobio_gobio,9.6600000000e+01,2.0000000000e-01,Gobio,Leuciscidae,Cypriniformes,Actinopterygii,Chordata,1.8611115507e+02,9.6166938734e-01,9.1587959345e-03,6.6161533115e+01,1.7719432502e-02,1.7719432882e-02,5.4341893132e+02,2.0000000000e-03,1.0000000070e+00,True,False,train
Gobionellus_microdon,5.5600000000e+01,2.0000000000e-01,Gobionellus,Gobiidae,Gobiiformes,Actinopterygii,Chordata,1.4018017891e+02,9.2000000000e-01,2.8743694410e-02,4.3055156998e+01,3.5642518219e-02,3.5642518222e-02,1.5347647091e+03,2.0000000000e-03,1.0000000000e+00,False,False,val
Gobionotothen_gibberifrons,1.7700000000e+03,2.0000000000e-01,Gobionotothen,Nototheniidae,Perciformes,Actinopterygii,Chordata,4.1427083729e+03,4.8596564239e-01,2.1802021533e-02,1.0582810632e+03,6.9782112471e-01,4.6797795380e+00,1.4051117622e+06,2.0000000000e-03,1.8386805044e+00,True,False,train
Gobiosoma_bosc,1.8600000000e+00,2.0000000000e-01,Gobiosoma,Gobiidae,Gobiiformes,Actinopterygii,Chordata,4.4892468750e+01,5.9079060119e-01,3.2311037117e-02,2.3432389251e+01,5.9659038127e-01,5.9659038133e-01,3.4164494262e+02,2.0000000000e-03,1.0000000000e+00,False,False,val
Gobius_ophiocephalus,2.6730000000e+02,2.0000000000e-01,Gobius,Gobiidae,Gobiiformes,Actinopterygii,Chordata,1.3221027653e+02,9.5933232982e-01,2.5414000000e-02,2.5331608808e+01,1.6740125827e-02,1.6740125828e-02,3.2956694971e+03,2.0000000000e-03,1.0000000000e+00,False,False,train
Gobius_vittatus,1.7000000000e+00,2.0000000000e-01,Gobius,Gobiidae,Gobiiformes,Actinopterygii,Chordata,4.4587809838e+02,9.6465242969e-01,1.4675549762e-02,6.9631751802e+02,4.2612594336e-03,4.2612594341e-03,3.2680000000e+01,2.0000000000e-03,1.0000000000e+00,False,False,test
Goniurosaurus_kuroiwae,2.0180000000e+01,3.0000000000e-01,Goniurosaurus,Eublepharidae,Squamata,Reptilia,Chordata,7.8740540616e+01,9.4412709525e-01,5.3454432351e-02,2.9284734015e+01,1.2097130828e+02,1.2097130829e+02,5.4072794114e+03,2.0000000000e-03,1.0000000000e+00,False,False,val
Gopherus_agassizii,2.4730000000e+03,3.0000000000e-01,Gopherus,Testudinidae,Testudines,Reptilia,Chordata,9.1980986103e+01,5.2746751693e-01,4.0852179109e-02,3.8235086381e+00,1.4004464906e+05,1.4004464907e+05,1.2040683214e+07,1.3727941299e-04,1.0000000000e+00,False,True,train
Gopherus_morafkai,4.2000000000e+03,3.0000000000e-01,Gopherus,Testudinidae,Testudines,Reptilia,Chordata,9.8953671732e+01,8.5246836560e-01,3.1948497721e-02,5.8068002043e+00,2.0884109324e+04,2.0884109327e+04,4.9710926948e+06,2.2217035442e-04,1.0000000000e+00,False,True,train
Gopherus_polyphemus,5.5000000000e+03,3.0000000000e-01,Gopherus,Testudinidae,Testudines,Reptilia,Chordata,1.7910632836e+02,7.4440763465e-01,2.0649450973e-02,1.0014678531e+01,4.7753225750e+04,4.7753225755e+04,8.9622257137e+06,3.7948755790e-04,1.0000000000e+00,False,True,train
Grallaricula_ferrugineipectus,1.6480000000e+01,2.8000000000e-01,Grallaricula,Grallariidae,Passeriformes,Aves,Chordata,9.9354199348e+02,9.7086059525e-01,2.6910940254e-02,7.1273880166e+02,1.4358922659e+02,1.4358922660e+02,1.3499957516e+03,2.9093783891e-02,1.0000000000e+00,False,True,train
Grampus_griseus,4.2500000000e+05,3.0000000000e-01,Grampus,Delphinidae,Cetartiodactyla,Mammalia,Chordata,1.6066942516e+03,8.2372325033e-01,2.1676980761e-02,3.9796549022e+01,4.8775190150e+06,4.8775190155e+06,1.2951338073e+08,2.0000000000e-03,1.0000000000e+00,False,False,train
Graptemys_ouachitensis,2.7630000000e+03,3.0000000000e-01,Graptemys,Emydidae,Testudines,Reptilia,Chordata,2.7707843820e+02,7.1895405732e-01,2.0044174933e-02,2.0480415939e+01,5.6198547715e+03,5.6198547721e+03,7.2154316976e+05,2.0000000000e-03,1.0000000000e+00,False,False,val
Graptemys_pseudogeographica,1.8000000000e+03,3.0000000000e-01,Graptemys,Emydidae,Testudines,Reptilia,Chordata,1.0749330481e+02,7.3952849473e-01,4.4482059279e-02,7.0889652650e+00,1.6948085610e+04,1.6948085611e+04,4.1858432281e+06,2.6984688522e-04,1.0000000000e+00,False,True,train
Grus_americana,6.9485000000e+03,2.8000000000e-01,Grus,Gruidae,Gruiformes,Aves,Chordata,4.7733335008e+03,9.6053211483e-01,4.0813830394e-02,6.4280232862e+02,5.0204988391e+03,5.0204988396e+03,3.3338855425e+05,2.6183869604e-02,1.0000000000e+00,False,True,test
Grus_japonensis,5.2500000000e+03,2.8000000000e-01,Grus,Gruidae,Gruiformes,Aves,Chordata,4.2092459924e+03,6.6997361026e-01,2.8822926008e-02,4.5283542514e+02,4.2097013940e+04,4.2097013944e+04,2.8490008262e+06,1.8623376788e-02,1.0000000000e+00,False,True,val
Grus_monacha,3.5300000000e+03,2.8000000000e-01,Grus,Gruidae,Gruiformes,Aves,Chordata,6.0282188618e+03,9.5610766043e-01,2.8553856697e-02,1.2230674252e+03,2.4161804153e+03,2.4161804155e+03,1.0535788635e+05,4.9958554769e-02,1.0000000000e+00,False,True,train
Grus_virgo,2.0425000000e+03,2.8000000000e-01,Grus,Gruidae,Gruiformes,Aves,Chordata,3.7278869880e+03,9.4845530712e-01,3.4126651404e-02,7.3081529154e+02,3.9404743820e+03,3.9404743824e+03,1.3405496092e+05,2.9981472351e-02,1.0000000000e+00,False,True,train
Gygis_alba,1.2500000000e+02,2.8000000000e-01,Gygis,Laridae,Charadriiformes,Aves,Chordata,1.2753124641e+03,6.9891722181e-01,2.0133319189e-02,3.8749046224e+02,9.8186867756e+03,9.8186867765e+03,1.2447234212e+05,1.5892049065e-02,1.0000000000e+00,False,True,val
Gymnarchus_niloticus,1.8500000000e+04,2.0000000000e-01,Gymnarchus,Gymnarchidae,Osteoglossiformes,Actinopterygii,Chordata,4.3307012872e+03,9.9750858955e-01,2.2060743189e-02,1.6056643400e+03,3.5423356972e-02,9.3226937183e-01,2.3580683069e+03,2.0000000000e-03,2.8068181278e+00,True,False,val
Gymnocephalus_cernuus,2.2500000000e+02,2.0000000000e-01,Gymnocephalus,Percidae,Perciformes,Actinopterygii,Chordata,7.1872135394e+01,3.9882992421e-01,2.9592290396e-02,1.9919998129e+01,2.6904379946e+00,1.3802179369e+02,6.7029818175e+04,1.1332703606e-03,3.6804114119e+00,True,True,val
Gymnocharacinus_bergii,4.4000000000e+00,2.0000000000e-01,Gymnocharacinus,Characidae,Characiformes,Actinopterygii,Chordata,8.0368884493e+02,9.9179431428e-01,1.7498442425e-02,1.0766645000e+03,8.1153732338e-03,8.1154505510e-03,1.5796398585e+01,2.0000000000e-03,1.0000027711e+00,True,False,train
Gymnorhinus_cyanocephalus,1.0500000000e+02,2.8000000000e-01,Gymnorhinus,Corvidae,Passeriformes,Aves,Chordata,1.8438018183e+03,9.4099754178e-01,3.3090497770e-02,7.7804046045e+02,5.6803831659e+02,5.6803831665e+02,1.4783566276e+04,3.2163159966e-02,1.0000000000e+00,False,True,test
Gymnosarda_unicolor,2.2760000000e+05,2.0000000000e-01,Gymnosarda,Scombridae,Scombriformes,Actinopterygii,Chordata,6.1614116338e+02,6.7717321199e-01,2.1473000000e-02,2.0221035798e+01,2.0628073332e-01,7.3501095625e-01,2.4665630557e+06,2.0000000000e-03,1.5268064685e+00,True,False,val
Gymnotus_carapo,1.2000000000e+03,2.0000000000e-01,Gymnotus,Gymnotidae,Gymnotiformes,Actinopterygii,Chordata,1.0179164355e+02,9.7025084072e-01,1.9416922858e-02,1.6814500000e+01,1.9630345896e-01,5.3900251787e-01,4.3910124977e+03,2.0000000000e-03,1.3984680917e+00,True,False,train
Gypaetus_barbatus,6.1750000000e+03,2.8000000000e-01,Gypaetus,Accipitridae,Accipitriformes,Aves,Chordata,2.9806241350e+03,9.6838656645e-01,2.1995576128e-02,4.4265080759e+02,4.0409464407e+03,4.0409464411e+03,1.8001469692e+05,1.8164897534e-02,1.0000000000e+00,False,True,train
Gyps_africanus,6.2000000000e+03,2.8000000000e-01,Gyps,Accipitridae,Accipitriformes,Aves,Chordata,2.6937414444e+03,9.5627215424e-01,2.6221807050e-02,3.5860746461e+02,9.1892861754e+03,9.1892861763e+03,3.6790597604e+05,1.4741916240e-02,1.0000000000e+00,False,True,train
Gyps_coprotheres,8.5250000000e+03,2.8000000000e-01,Gyps,Accipitridae,Accipitriformes,Aves,Chordata,2.4447713542e+03,9.8583463695e-01,2.1881460440e-02,3.1117718018e+02,1.6660535306e+03,1.6660535308e+03,1.3051704382e+05,1.2788222545e-02,1.0000000000e+00,False,True,train
Gyps_rueppellii,8.5000000000e+03,2.8000000000e-01,Gyps,Accipitridae,Accipitriformes,Aves,Chordata,3.3708787564e+02,9.9352181856e-01,4.5359447990e-02,2.1150752904e+01,2.5526093582e+03,2.5526093584e+03,2.7469148317e+05,8.6693948950e-04,1.0000000000e+00,False,True,train
Gyrinophilus_gulolineatus,1.0400000000e+01,2.8000000000e-01,Gyrinophilus,Plethodontidae,Caudata,Amphibia,Chordata,4.6369177727e+03,9.9947328198e-01,1.7842349903e-02,7.5621399457e+03,4.6139842799e-04,4.6139842803e-04,2.8265364677e+01,2.0000000000e-03,1.0000000000e+00,False,False,train
Gyrinophilus_palleucus,3.2900000000e+01,2.8000000000e-01,Gyrinophilus,Plethodontidae,Caudata,Amphibia,Chordata,7.1449824557e+01,9.9876083825e-01,5.1023787697e-02,2.3751836547e+01,1.2628566226e-02,1.2628566227e-02,6.0308137826e+01,2.0000000000e-03,1.0000000000e+00,False,False,test
Haematopus_bachmani,5.4840000000e+02,2.8000000000e-01,Haematopus,Haematopodidae,Charadriiformes,Aves,Chordata,8.0284817959e+03,9.1697998204e-01,2.3666246953e-02,3.4109217957e+03,1.2704409049e+03,1.2704409050e+03,2.0101206036e+04,1.3957107670e-01,1.0000000000e+00,False,True,train
Haematopus_moquini,6.7000000000e+02,2.8000000000e-01,Haematopus,Haematopodidae,Charadriiformes,Aves,Chordata,1.6362989340e+03,9.7346850655e-01,2.9923316080e-02,3.8469060562e+02,1.4893315832e+03,1.4893315833e+03,3.3598367136e+04,1.5746795460e-02,1.0000000000e+00,False,True,train
Haematopus_ostralegus,4.8000000000e+02,2.8000000000e-01,Haematopus,Haematopodidae,Charadriiformes,Aves,Chordata,2.4895456810e+03,9.3216760852e-01,3.4979284447e-02,6.7678431058e+02,3.2044654672e+03,3.2044654675e+03,6.0685157877e+04,2.7632544645e-02,1.0000000000e+00,False,True,train
Haemorhous_mexicanus,2.6100000000e+01,2.8000000000e-01,Haemorhous,Fringillidae,Passeriformes,Aves,Chordata,1.2777484812e+03,9.2509648510e-01,2.5605269221e-02,8.2221228494e+02,1.9050793986e+02,1.9050793988e+02,4.4214173989e+03,3.3403593693e-02,1.0000000000e+00,False,True,train
Hafferia_fortis,3.5000000000e+01,2.8000000000e-01,Hafferia,Thamnophilidae,Passeriformes,Aves,Chordata,3.8571658924e+03,9.4515401201e-01,3.1744286031e-02,3.0117234522e+03,2.8723169718e+02,2.8723169721e+02,2.2393483986e+03,1.2395581961e-01,1.0000000000e+00,False,True,train
Halcyon_smyrnensis,9.1400000000e+01,2.8000000000e-01,Halcyon,Alcedinidae,Coraciiformes,Aves,Chordata,7.3178792212e+03,6.8047388581e-01,2.8873898490e-02,3.7657639468e+03,3.7225617198e+03,3.7225617202e+03,2.3616082412e+04,1.5327126054e-01,1.0000000000e+00,False,True,train
Haliaeetus_albicilla,5.5720000000e+03,2.8000000000e-01,Haliaeetus,Accipitridae,Accipitriformes,Aves,Chordata,3.3002225256e+03,9.7536858575e-01,2.6035968264e-02,5.0078080000e+02,1.9177182318e+03,1.9177182320e+03,1.3521697000e+05,2.0486435339e-02,1.0000000000e+00,False,True,train
Haliaeetus_pelagicus,7.8850000000e+03,2.8000000000e-01,Haliaeetus,Accipitridae,Accipitriformes,Aves,Chordata,2.6500062909e+03,9.8806980476e-01,3.0538770787e-02,3.2197248463e+02,1.5679530782e+03,1.5679530784e+03,9.9935618697e+04,1.3177721776e-02,1.0000000000e+00,False,True,train
Halobaena_caerulea,2.5000000000e+02,2.8000000000e-01,Halobaena,Procellariidae,Procellariiformes,Aves,Chordata,1.5967866555e+03,7.9139774598e-01,2.1879955329e-02,4.6662768543e+02,1.7926929197e+04,1.7926929198e+04,1.1708880724e+05,1.9153917715e-02,1.0000000000e+00,False,True,train
Halosauropsis_macrochir,5.1700000000e+02,2.0000000000e-01,Halosauropsis,Halosauridae,Notacanthiformes,Actinopterygii,Chordata,1.8489574129e+04,9.0412834434e-01,2.0014778248e-02,1.2211848276e+04,1.4943443077e-02,1.4943443078e-02,2.7847567884e+03,2.0000000000e-03,1.0000000000e+00,False,False,test
Harengula_clupeola,1.2340000000e+02,2.0000000000e-01,Harengula,Dorosomatidae,Clupeiformes,Actinopterygii,Chordata,1.2108832753e+02,3.6346256358e-01,1.7183805525e-02,1.2556791139e+01,8.1519290972e+00,9.9982566656e+00,7.9735973242e+04,6.9688711691e-04,1.0693453150e+00,True,True,train
Harengula_humeralis,1.2520000000e+02,2.0000000000e-01,Harengula,Dorosomatidae,Clupeiformes,Actinopterygii,Chordata,2.9489249817e+02,3.2491385392e-01,2.5503514925e-02,3.1683087102e+01,6.7581193927e+00,9.6254206483e+00,7.6453598128e+04,2.0000000000e-03,1.1232926442e+00,True,False,train
Harengula_jaguana,1.0120000000e+02,2.0000000000e-01,Harengula,Dorosomatidae,Clupeiformes,Actinopterygii,Chordata,1.8079642852e+02,5.3091459405e-01,2.4221000000e-02,2.9527392159e+01,4.0297271152e+00,4.7453113748e+00,1.4286417367e+04,2.0000000000e-03,1.0551213095e+00,True,False,val
Harpia_harpyja,8.3000000000e+03,2.8000000000e-01,Harpia,Accipitridae,Accipitriformes,Aves,Chordata,3.3944970897e+02,9.9205881058e-01,4.8696210432e-02,2.1187772968e+01,3.9748615008e+03,3.9748615012e+03,3.4444326040e+05,8.6890883722e-04,1.0000000000e+00,False,True,train
Helix_pomatia,5.0000000000e+01,1.5000000000e-01,Helix,Helicidae,Pulmonata,Gastropoda,Mollusca,6.5991486105e+01,9.6788280140e-01,3.0640500500e-02,2.4995635686e+01,1.1515335374e+00,2.1684534755e+00,2.4524942410e+03,2.0000000000e-03,1.2258095697e+00,True,False,train
Heloderma_suspectum,7.0000000000e+02,3.0000000000e-01,Heloderma,Helodermatidae,Squamata,Reptilia,Chordata,1.0071263259e+03,8.9694983277e-01,2.9875912865e-02,1.8438123247e+02,5.0073029361e+03,5.0073029366e+03,1.2184967205e+05,2.0000000000e-03,1.0000000000e+00,False,False,train
Hemibagrus_baramensis,3.2200000000e+02,2.0000000000e-01,Hemibagrus,Bagridae,Siluriformes,Actinopterygii,Chordata,1.9506266200e+01,9.0000000000e-01,2.5000000000e-02,1.9057513191e+01,9.1297514543e-01,4.8475128590e+02,5.3833569151e+04,2.0000000000e-03,7.9646370726e+00,True,False,test
Hemibarbus_labeo,3.2420000000e+03,2.0000000000e-01,Hemibarbus,Leuciscidae,Cypriniformes,Actinopterygii,Chordata,1.6405724452e+02,9.5500088146e-01,2.0875000000e-02,1.5242964856e+01,4.8016839601e-02,5.2514753027e-02,3.2574537253e+04,2.0000000000e-03,1.0302456907e+00,True,False,train
Hemidactylus_turcicus,5.5000000000e+00,3.0000000000e-01,Hemidactylus,Gekkonidae,Squamata,Reptilia,Chordata,9.8430179808e+01,8.5022316702e-01,3.8626017014e-02,5.0097809454e+01,4.1228346755e+02,4.1228346759e+02,3.1477811822e+03,2.0000000000e-03,1.0000000000e+00,False,False,train
Hemimysis_speluncola,3.2705882353e-03,1.7000000000e-01,Hemimysis,Mysidae,Mysida,Malacostraca,Arthropoda,5.5304680459e+01,9.0000000000e-01,9.1833040235e-03,8.0082006494e+02,3.6460013451e-02,3.9175315567e-01,5.9971250386e-01,2.0000000000e-03,1.8165413677e+00,True,False,train
Hemiphaga_novaeseelandiae,5.9000000000e+02,2.8000000000e-01,Hemiphaga,Columbidae,Columbiformes,Aves,Chordata,1.5505871580e+02,9.9258953249e-01,5.5431572779e-02,2.0659358923e+01,7.8026890290e+02,7.8026890298e+02,8.6936677617e+03,8.4690381084e-04,1.0000000000e+00,False,True,train
Hemiramphus_convexus,6.8300000000e+01,2.0000000000e-01,Hemiramphus,Hemiramphidae ,Beloniformes,Actinopterygii,Chordata,9.2914802444e+01,9.9133494881e-01,2.6884000000e-02,2.7228646351e+01,4.7319266688e-03,4.7319266693e-03,6.2708852261e+02,2.0000000000e-03,1.0000000000e+00,False,False,train
Hemitriakis_japanica,1.0000000000e+04,2.0000000000e-01,Hemitriakis,Triakidae,Carcharhiniformes,Chondrichthyes,Chordata,4.2690698110e+02,8.1440860377e-01,3.1094169417e-02,2.5887184560e+01,1.5992176019e+04,1.5992176020e+04,1.7413330122e+06,2.0000000000e-03,1.0000000000e+00,False,False,test
Heosemys_spinosa,3.7385451982e+03,3.0000000000e-01,Heosemys,Geoemydidae,Testudines,Reptilia,Chordata,1.0647884413e+02,9.4745936044e-01,3.5799234202e-02,7.3720151310e+00,1.1929647737e+04,1.1929647738e+04,4.4676133786e+04,2.8066217827e-04,1.0000000000e+00,False,True,val
Hepsetus_odoe,7.7700000000e+02,2.0000000000e-01,Hepsetus,Hepsetidae,Characiformes,Actinopterygii,Chordata,6.4255213794e+01,9.9727524961e-01,2.3168000000e-02,1.6405769325e+01,6.1998529261e-03,5.0873906552e-02,3.2978184311e+02,9.3409759549e-04,2.0102519637e+00,True,True,train
Heptranchias_perlo,7.9027200000e+03,2.0000000000e-01,Heptranchias,Hexanchidae,Hexanchiformes,Chondrichthyes,Chordata,6.1243560156e+02,6.1975818704e-01,1.4517931420e-01,2.1583424769e+01,7.8834333485e+04,7.8834333493e+04,7.3560584087e+06,2.0000000000e-03,1.0000000000e+00,False,False,train
Herpetotheres_cachinnans,7.1500000000e+02,2.8000000000e-01,Herpetotheres,Falconidae,Falconiformes,Aves,Chordata,2.3349540479e+03,9.4461618927e-01,3.5175352048e-02,5.4780419044e+02,4.4879160816e+03,4.4879160821e+03,8.5585827168e+04,2.2349668447e-02,1.0000000000e+00,False,True,train
Hesperoedura_reticulata,7.1700000000e+00,3.0000000000e-01,Hesperoedura,Diplodactylidae,Squamata,Reptilia,Chordata,5.9176675662e+01,6.2771814552e-01,7.5681382251e-02,2.0063150455e+01,1.9781468943e+03,1.9781468945e+03,2.6593237661e+04,1.9023702773e-03,1.0000000000e+00,False,True,val
Heteronotia_binoei,4.3236907262e+00,3.0000000000e-01,Heteronotia,Gekkonidae,Squamata,Reptilia,Chordata,4.6363603759e+01,8.9732327766e-01,7.4290848199e-03,3.2996074308e+01,1.0105373536e+02,1.0105373537e+02,1.1258447915e+03,2.0000000000e-03,1.0000000000e+00,False,False,train
Heteronotia_binoei_3N1A,3.8319624131e+00,3.0000000000e-01,Heteronotia,Gekkonidae,Squamata,Reptilia,Chordata,5.0187265866e+01,9.1375000786e-01,8.1644610932e-03,3.7958434831e+01,9.3646004751e+01,9.3646004760e+01,7.4809429902e+02,2.0000000000e-03,1.0000000000e+00,False,False,train
Heteronotia_binoei_3N1B,4.3236907262e+00,3.0000000000e-01,Heteronotia,Gekkonidae,Squamata,Reptilia,Chordata,4.9834959609e+01,9.2288168909e-01,8.3841365395e-03,3.6058870604e+01,9.0334556481e+01,9.0334556490e+01,8.4540387973e+02,2.0000000000e-03,1.0000000000e+00,False,False,train
Heteronotia_binoei_EA6,3.1691245173e+00,3.0000000000e-01,Heteronotia,Gekkonidae,Squamata,Reptilia,Chordata,5.3266416083e+01,9.3525008765e-01,8.3000743748e-03,4.2438856551e+01,5.9213776802e+01,5.9213776808e+01,7.1512251041e+02,2.0000000000e-03,1.0000000000e+00,False,False,train
